player_name,season,player_type,full_name,source
J Bogacz,2023,pitcher,NA,unresolved
J Cervantes,2023,pitcher,NA,unresolved
J Clark,2023,pitcher,Jonathan Clark,Baseball-Reference register
J Coleman,2023,pitcher,Justin Coleman,Baseball-Reference register
J Coronado,2023,pitcher,NA,unresolved
J Cunningham,2023,pitcher,Jackson Cunningham,Baseball-Reference register
J Diaz,2023,pitcher,Jose Diaz,Baseball-Reference register
J Dicenso,2023,pitcher,Jack Dicenso,Baseball-Reference register
J Dobrash,2023,pitcher,Jimmy Dobrash,Baseball-Reference register
J Evans,2023,pitcher,Jalen Evans,Baseball-Reference register
J Gonzalez,2023,pitcher,Jorge Gonzalez,Baseball-Reference register
J Kengott,2023,pitcher,NA,unresolved
J Kleinsorge,2023,pitcher,Justin Kleinsorge,Baseball-Reference register
J LaRossa,2023,pitcher,NA,unresolved
J Mullholland,2023,pitcher,NA,unresolved
J Natoli,2023,pitcher,John Natoli,Baseball-Reference register
J Pintaro,2023,pitcher,Jonathan Pintaro,Baseball-Reference register
J Slocum,2023,pitcher,Joe Slocum,Baseball-Reference register
J Smith,2023,pitcher,NA,unresolved
J Walker,2023,pitcher,NA,unresolved
J White,2023,pitcher,Jack White,Baseball-Reference register
J Zigan,2023,pitcher,NA,unresolved
K Bartlett,2023,pitcher,Keenan Bartlett,Baseball-Reference register
K Blum,2023,pitcher,NA,unresolved
K Dickey,2023,pitcher,NA,unresolved
K McGinnis,2023,pitcher,Keagan McGinnis,Baseball-Reference register
K Patel,2023,pitcher,Karan Patel,Baseball-Reference register
K Pilot,2023,pitcher,Kelvan Pilot,Baseball-Reference register
K Pindel,2023,pitcher,NA,unresolved
K Ward,2023,pitcher,Kelsey Ward,Baseball-Reference register
L Almonte,2023,pitcher,NA,unresolved
L Barns,2023,pitcher,Landen Barns,Baseball-Reference register
L Dawson,2023,pitcher,NA,unresolved
L Fuenmayor,2023,pitcher,Liu Fuenmayor,Baseball-Reference register
L Malone,2023,pitcher,Luke Malone,Baseball-Reference register
L Trueman,2023,pitcher,Luke Trueman,Baseball-Reference register
M Byrne,2023,pitcher,NA,unresolved
M Cirino,2023,pitcher,Miguel Cirino,Baseball-Reference register
M DeSanti,2023,pitcher,NA,unresolved
M Dinesen,2023,pitcher,Mason Dinesen,Baseball-Reference register
M Guzman,2023,pitcher,Marvin Guzman,Baseball-Reference register
M Harris,2023,pitcher,McLain Harris,Baseball-Reference register
M Hess,2023,pitcher,Matt Hess,Baseball-Reference register
M Peterson,2023,pitcher,Mike Peterson,Baseball-Reference register
M Quigley,2023,pitcher,Montana Quigley,Baseball-Reference register
M Shill,2023,pitcher,Marshall Shill,Baseball-Reference register
M Simon,2023,pitcher,Mark Simon,Baseball-Reference register
M Sox,2023,pitcher,Matthew Sox,Baseball-Reference register
M Stone,2023,pitcher,Mitch Stone,Baseball-Reference register
M Timmins,2023,pitcher,Mark Timmins,Baseball-Reference register + current roster
M Tindall,2023,pitcher,Mark Tindall,Baseball-Reference register
M Voelker,2023,pitcher,Matt Voelker,Baseball-Reference register
N Alexander,2023,pitcher,Nate Alexander,Baseball-Reference register
N Barros,2023,pitcher,Noah Barros,Baseball-Reference register
N Boudreau,2023,pitcher,NA,unresolved
N Boyle,2023,pitcher,Nate Boyle,Baseball-Reference register
N Draves,2023,pitcher,Nathan Draves,Baseball-Reference register
N Jenkins,2023,pitcher,Nate Jenkins,Baseball-Reference register
N McBride,2023,pitcher,NA,unresolved
N Zeglin,2023,pitcher,Nico Zeglin,Baseball-Reference register
N Zegna,2023,pitcher,Nick Zegna,Baseball-Reference register
P Arevalo,2023,pitcher,Pablo Arevalo,Baseball-Reference register
P Harris,2023,pitcher,Payton Harris,Baseball-Reference register
P Long,2023,pitcher,Peyton Long,Baseball-Reference register
P Maybach,2023,pitcher,Pat Maybach,Baseball-Reference register
P Miner,2023,pitcher,Pat Miner,Baseball-Reference register
Q Waterhouse,2023,pitcher,Quinn Waterhouse,Baseball-Reference register
R Baldenebro,2023,pitcher,Roberto Baldenebro,Baseball-Reference register
R Brown,2023,pitcher,Robbie Brown,Baseball-Reference register
R Butz,2023,pitcher,Reed Butz,Baseball-Reference register
R Campbell,2023,pitcher,NA,unresolved
R Cash,2023,pitcher,Ryan Cash,Baseball-Reference register
R Cloude,2023,pitcher,NA,unresolved
R Hamby,2023,pitcher,Rob Hamby,Baseball-Reference register
R Ottesen,2023,pitcher,Riley Ottesen,Baseball-Reference register
R Robles,2023,pitcher,NA,unresolved
R Widell,2023,pitcher,Ryley Widell,Baseball-Reference register
S Charle,2023,pitcher,NA,unresolved
S Colon,2023,pitcher,NA,unresolved
S Gustafson,2023,pitcher,Shane Gustafson,Baseball-Reference register
T Jackson,2023,pitcher,Trevor Jackson,Baseball-Reference register
T Johnson,2023,pitcher,Tyler Johnson,Baseball-Reference register
T Morrill,2023,pitcher,Trey Morrill,Baseball-Reference register
T Naumann,2023,pitcher,Tyler Naumann,Baseball-Reference register
T Walker,2023,pitcher,Tom Walker,Baseball-Reference register
T Wyatt,2023,pitcher,Tyler Wyatt,Baseball-Reference register
V Rodriguez,2023,pitcher,Victor Rodriguez,Baseball-Reference register
W Buraconak,2023,pitcher,Will Buraconak,Baseball-Reference register
Z Ottinger,2023,pitcher,Zach Ottinger,Baseball-Reference register
Z Penrod,2023,pitcher,Zach Penrod,Baseball-Reference register
A Atwood,2022,hitter,Andy Atwood,Baseball-Reference register
A Don,2022,hitter,Andrew Don,Baseball-Reference register
A Elder,2022,hitter,Austin Elder,Baseball-Reference register
A Garcia,2022,hitter,Alan Garcia,Baseball-Reference register
A Guadalupe,2022,hitter,Abdel Guadalupe,Baseball-Reference register
A Hanson,2022,hitter,NA,unresolved
A Ludwick,2022,hitter,NA,unresolved
A Mow,2022,hitter,Abraham Mow,Baseball-Reference register
A Nielsen,2022,hitter,Alex Nielsen,Baseball-Reference register
A Noviello,2022,hitter,Andrew Noviello,Baseball-Reference register
A Ray,2022,hitter,Anthony Ray,Baseball-Reference register
A Rivero,2022,hitter,NA,unresolved
A Sequera,2022,hitter,Abraham Sequera,Baseball-Reference register
B Bohning,2022,hitter,Brandon Bohning,Baseball-Reference register
B Crosby,2022,hitter,Brandon Crosby,Baseball-Reference register
B Daniel,2022,hitter,Breydon Daniel,Baseball-Reference register
B Dansereau,2022,hitter,Brian Dansereau,Baseball-Reference register
B Demco,2022,hitter,Brad Demco,Baseball-Reference register
B Hueth,2022,hitter,NA,unresolved
B McConnell,2022,hitter,Ben McConnell,Baseball-Reference register
B Perez,2022,hitter,NA,unresolved
B Pooler,2022,hitter,Breonn Pooler,Baseball-Reference register
B Riley,2022,hitter,Brandon Riley,Baseball-Reference register
B Trammell,2022,hitter,NA,unresolved
B Williams,2022,hitter,Brian Williams,Baseball-Reference register
C Dunn,2022,hitter,CJ Dunn,Baseball-Reference register
C Estrada,2022,hitter,NA,unresolved
C Farmer,2022,hitter,Caleb Farmer,Baseball-Reference register
C Grant-Debose,2022,hitter,CJ Grant-DeBose,Baseball-Reference register
C LeBron,2022,hitter,NA,unresolved
C Lopez,2022,hitter,Cesar Lopez,Baseball-Reference register
C Middleton,2022,hitter,Charles Middleton,Baseball-Reference register
C Monroe,2022,hitter,Chris Monroe,Baseball-Reference register
C Petersen,2022,hitter,Casey Petersen,Baseball-Reference register
C Phelts,2022,hitter,Cam Phelts,Baseball-Reference register
C Runge,2022,hitter,Collin Runge,Baseball-Reference register
C Steele,2022,hitter,NA,unresolved
C Thompson,2022,hitter,Cameron Thompson,Baseball-Reference register
D Binder,2022,hitter,Dalys Binder,Baseball-Reference register
D Connors,2022,hitter,NA,unresolved
D Day,2022,hitter,Dawson Day,Baseball-Reference register
D Hernandez,2022,hitter,NA,unresolved
D Jacob,2022,hitter,NA,unresolved
D Kolbush,2022,hitter,Derek Kolbush,Baseball-Reference register
D Macaluso,2022,hitter,Dustyn Macaluso,Baseball-Reference register
D Miller,2022,hitter,Dean Miller,Baseball-Reference register
D Molinari,2022,hitter,NA,unresolved
D Popham,2022,hitter,Dakota Popham,Baseball-Reference register
D Stroup,2022,hitter,Dusty Stroup,Baseball-Reference register
E Lopez,2022,hitter,Ethan Lopez,Baseball-Reference register
E McCabe,2022,hitter,Eddie McCabe,Baseball-Reference register
F Aberouette,2022,hitter,NA,unresolved
F Loera,2022,hitter,NA,unresolved
G Buhner,2022,hitter,NA,unresolved
G Diaz,2022,hitter,NA,unresolved
G Howell,2022,hitter,Gabe Howell,Baseball-Reference register
G Wurtz,2022,hitter,Gabe Wurtz,Baseball-Reference register
G Young,2022,hitter,NA,unresolved
H Hisky,2022,hitter,Hunter Hisky,Baseball-Reference register
H Hudson,2022,hitter,NA,unresolved
J Agnew,2022,hitter,Josh Agnew,Baseball-Reference register
J Ajamian,2022,hitter,Jason Ajamian,Baseball-Reference register
J Akins,2022,hitter,Jared Akins,Baseball-Reference register
J Barth,2022,hitter,Jordan Barth,Baseball-Reference register
J Bermudez,2022,hitter,NA,unresolved
J Broughton,2022,hitter,Josh Broughton,Baseball-Reference register
J Cruce,2022,hitter,Jake Cruce,Baseball-Reference register
J Elvir,2022,hitter,Josh Elvir,Baseball-Reference register
J Esparza,2022,hitter,NA,unresolved
J Fitzpatrick,2022,hitter,Jordan Fitzpatrick,Baseball-Reference register
J Fry,2022,hitter,Jared Fry,Baseball-Reference register
J Garcia,2022,hitter,Jalen Garcia,Baseball-Reference register
J Hubbard,2022,hitter,Jaylen Hubbard,Baseball-Reference register
J Johnson,2022,hitter,Joe Johnson,Baseball-Reference register
J Kline,2022,hitter,Jacob Kline,Baseball-Reference register
J Lara,2022,hitter,NA,unresolved
J Malec,2022,hitter,Jake Malec,Baseball-Reference register
J Newman,2022,hitter,NA,unresolved
J Raper,2022,hitter,Jackson Raper,Baseball-Reference register
J Reinhardt,2022,hitter,NA,unresolved
J Reyes,2022,hitter,NA,unresolved
J Schulefand,2022,hitter,NA,unresolved
J Teixeira,2022,hitter,Juan Teixeira,Baseball-Reference register
J Valdez,2022,hitter,Jesus Valdez,Baseball-Reference register
K Elefante,2022,hitter,NA,unresolved
K Greenwalt,2022,hitter,Keaton Greenwalt,Baseball-Reference register
K Higgins,2022,hitter,Kevin Higgins,Baseball-Reference register
K Whatley,2022,hitter,Kevin Whatley,Baseball-Reference register
K Willman,2022,hitter,Kamron Willman,Baseball-Reference register
L Navarro,2022,hitter,Luis Navarro,Baseball-Reference register
L Sparks,2022,hitter,Lamar Sparks,Baseball-Reference register
L Williams,2022,hitter,Logan Williams,Baseball-Reference register
M Annone,2022,hitter,Mike Annone,Baseball-Reference register
M Feinstein,2022,hitter,Matt Feinstein,Baseball-Reference register
M O'Connor,2022,hitter,McClain O'Connor,Baseball-Reference register
M Piatnik,2022,hitter,Mitch Piatnik,Baseball-Reference register
M Rich,2022,hitter,Marshall Rich,Baseball-Reference register
M Warkentin,2022,hitter,NA,unresolved
N Emanuel,2022,hitter,Nick Emanuel,Baseball-Reference register
N Gatewood,2022,hitter,Nick Gatewood,Baseball-Reference register
N Marcelo,2022,hitter,Noah Marcelo,Baseball-Reference register
N Michaels,2022,hitter,Nick Michaels,Baseball-Reference register
N Popa,2022,hitter,Nico Popa,Baseball-Reference register
N Scantlin,2022,hitter,Nate Scantlin,Baseball-Reference register
P Adams,2022,hitter,Pat Adams,Baseball-Reference register
P Chung,2022,hitter,Patrick Chung,Baseball-Reference register
Q Jones,2022,hitter,Quincy Jones,Baseball-Reference register
R Alexiades,2022,hitter,Reese Alexiades,Baseball-Reference register
R Cash,2022,hitter,Ryan Cash,Baseball-Reference register
R Gil,2022,hitter,Ray Gil,Baseball-Reference register
R Jepson,2022,hitter,Riley Jepson,Baseball-Reference register
R Phillips,2022,hitter,NA,unresolved
S Barmakian,2022,hitter,Steve Barmakian,Baseball-Reference register
S Linscott,2022,hitter,Sam Linscott,Baseball-Reference register
S Strong,2022,hitter,NA,unresolved
S Troyer,2022,hitter,Sam Troyer,Baseball-Reference register
S Ullian,2022,hitter,NA,unresolved
T Bouchard,2022,hitter,Tim Bouchard,Baseball-Reference register
T DeBonville,2022,hitter,Thomas DeBonville,Baseball-Reference register
T Jorgensen,2022,hitter,Tyler Jorgensen,Baseball-Reference register
T Kelly,2022,hitter,NA,unresolved
T Krabbe,2022,hitter,NA,unresolved
T Lewis,2022,hitter,NA,unresolved
U Cantu,2022,hitter,Ulysses Cantu,Baseball-Reference register
A Atwood,2022,pitcher,Andy Atwood,Baseball-Reference register
A Becerra-Lopez,2022,pitcher,Anthony Becerra-Lopez,Baseball-Reference register
A Cartier,2022,pitcher,NA,unresolved
A Castro,2022,pitcher,Alexander Castro,Baseball-Reference register
A Crowson,2022,pitcher,Austin Crowson,Baseball-Reference register
A Edwards,2022,pitcher,Andrew Edwards,Baseball-Reference register
A Fishberg,2022,pitcher,NA,unresolved
A Garcia,2022,pitcher,NA,unresolved
A Schneider,2022,pitcher,Austin Schneider,Baseball-Reference register
A Seidel,2022,pitcher,Austen Seidel,Baseball-Reference register
A Smith,2022,pitcher,Alex Smith,Baseball-Reference register
A Steinfort,2022,pitcher,Austin Steinfort,Baseball-Reference register
A Stout,2022,pitcher,Andrew Stout,Baseball-Reference register
A Valle,2022,pitcher,NA,unresolved
A Villa,2022,pitcher,Alfredo Villa,Baseball-Reference register
B Barnett,2022,pitcher,Bret Barnett,Baseball-Reference register
B Bonvillain,2022,pitcher,Beaux Bonvillain,Baseball-Reference register
B Davis,2022,pitcher,NA,unresolved
B Demco,2022,pitcher,Brad Demco,Baseball-Reference register
B Knoten,2022,pitcher,NA,unresolved
B McCabe,2022,pitcher,Brandon McCabe,Baseball-Reference register
B Pooler,2022,pitcher,Breonn Pooler,Baseball-Reference register
B Smith,2022,pitcher,Byron Smith,Baseball-Reference register
B Spears,2022,pitcher,Brayden Spears,Baseball-Reference register
C Allen,2022,pitcher,Chris Allen,Baseball-Reference register
C Benton,2022,pitcher,Chance Benton,Baseball-Reference register
C Campbell,2022,pitcher,Chris Campbell,Baseball-Reference register
C Costello,2022,pitcher,Chase Costello,Baseball-Reference register
C Day,2022,pitcher,Christian Day,Baseball-Reference register
C Grant-Debose,2022,pitcher,CJ Grant-DeBose,Baseball-Reference register
C Griffin,2022,pitcher,Christian Griffin,Baseball-Reference register
C Schultz,2022,pitcher,Connor Schultz,Baseball-Reference register
C Spear,2022,pitcher,NA,unresolved
C Stratton,2022,pitcher,Chase Stratton,Baseball-Reference register
C Thompson,2022,pitcher,Cody Thompson,Baseball-Reference register
C Wilkerson,2022,pitcher,Colby Wilkerson,Baseball-Reference register
C Williams,2022,pitcher,NA,unresolved
D Baird,2022,pitcher,Dusty Baird,Baseball-Reference register
D Binder,2022,pitcher,Dalys Binder,Baseball-Reference register
D Day,2022,pitcher,Dawson Day,Baseball-Reference register
D Delorefice,2022,pitcher,Davis Delorefice,Baseball-Reference register
D Pearce,2022,pitcher,Dylan Pearce,Baseball-Reference register
D Pena,2022,pitcher,Domingo Pena,Baseball-Reference register
D Ragins,2022,pitcher,Darrien Ragins,Baseball-Reference register
D Swain,2022,pitcher,Dan Swain,Baseball-Reference register
E Chavarria,2022,pitcher,NA,unresolved
E Gill,2022,pitcher,Elijah Gill,Baseball-Reference register
E McRae,2022,pitcher,Ethan McRae,Baseball-Reference register
E Rosario,2022,pitcher,NA,unresolved
F Pace,2022,pitcher,Foster Pace,Baseball-Reference register
F Rodriguez,2022,pitcher,Felipe Rodriguez,Baseball-Reference register
G Alvarez,2022,pitcher,NA,unresolved
G Fletcher,2022,pitcher,NA,unresolved
G Gorrell,2022,pitcher,Gavin Gorrell,Baseball-Reference register
G Young,2022,pitcher,NA,unresolved
H Cruz,2022,pitcher,NA,unresolved
H DePrimo,2022,pitcher,Hunter DePrimo,Baseball-Reference register
H Dollander,2022,pitcher,Hunter Dollander,Baseball-Reference register
I Fuentes,2022,pitcher,Izzy Fuentes,Baseball-Reference register
I Kahaloa,2022,pitcher,Ian Kahaloa,Baseball-Reference register
J Agnew,2022,pitcher,Josh Agnew,Baseball-Reference register
J Ajamian,2022,pitcher,Jason Ajamian,Baseball-Reference register
J Asa,2022,pitcher,NA,unresolved
J Baggs,2022,pitcher,NA,unresolved
J Beuckelaere,2022,pitcher,NA,unresolved
J Binder,2022,pitcher,NA,unresolved
J Bolt,2022,pitcher,NA,unresolved
J Coleman,2022,pitcher,Justin Coleman,Baseball-Reference register
J Correa,2022,pitcher,Jean Correa,Baseball-Reference register
J Cunningham,2022,pitcher,Jackson Cunningham,Baseball-Reference register
J Dicenso,2022,pitcher,Jack Dicenso,Baseball-Reference register
J Dobrash,2022,pitcher,Jimmy Dobrash,Baseball-Reference register
J Gainer,2022,pitcher,NA,unresolved
J Gonzalez,2022,pitcher,NA,unresolved
J Ibarra,2022,pitcher,Josh Ibarra,Baseball-Reference register
J Leo,2022,pitcher,Jorge Leo,Baseball-Reference register
J Nelson,2022,pitcher,Jasper Nelson,Baseball-Reference register
J Nunnally Jr,2022,pitcher,Jon Nunnally,Baseball-Reference register
J Parisi,2022,pitcher,NA,unresolved
J Slocum,2022,pitcher,Joe Slocum,Baseball-Reference register
J Wesselmann,2022,pitcher,Jacob Wesselmann,Baseball-Reference register
K Adkins,2022,pitcher,NA,unresolved
K De La Cruz,2022,pitcher,Kida De La Cruz,Baseball-Reference register
K Kyle,2022,pitcher,Kevin Kyle,Baseball-Reference register
K McGinnis,2022,pitcher,Keagan McGinnis,Baseball-Reference register
K Pilot,2022,pitcher,Kelvan Pilot,Baseball-Reference register
K Pindel,2022,pitcher,NA,unresolved
K Serwa,2022,pitcher,Kenny Serwa,Baseball-Reference register
L Bender,2022,pitcher,NA,unresolved
L De Paula,2022,pitcher,NA,unresolved
L Diaz,2022,pitcher,NA,unresolved
L Vanwey,2022,pitcher,Logan VanWey,Baseball-Reference register
M Biasiello,2022,pitcher,NA,unresolved
M Blaise,2022,pitcher,NA,unresolved
M Bono,2022,pitcher,NA,unresolved
M Cabeza,2022,pitcher,NA,unresolved
M Castillo,2022,pitcher,NA,unresolved
M Cirino,2022,pitcher,Miguel Cirino,Baseball-Reference register
M Dallas,2022,pitcher,Matt Dallas,Baseball-Reference register
M Gabbert,2022,pitcher,Matt Gabbert,Baseball-Reference register
M Harris,2022,pitcher,McLain Harris,Baseball-Reference register
M Lines,2022,pitcher,Mitch Lines,Baseball-Reference register
M Peterson,2022,pitcher,Mike Peterson,Baseball-Reference register
M Pozo,2022,pitcher,NA,unresolved
M Quigley,2022,pitcher,Montana Quigley,Baseball-Reference register
M Sparks,2022,pitcher,Mitch Sparks,Baseball-Reference register
M Thomas,2022,pitcher,NA,unresolved
M Timmins,2022,pitcher,Mark Timmins,Baseball-Reference register + current roster
M Townsend,2022,pitcher,Mike Townsend,Baseball-Reference register
N Alexander,2022,pitcher,Nate Alexander,Baseball-Reference register
N Barros,2022,pitcher,Noah Barros,Baseball-Reference register
N Boudreau,2022,pitcher,NA,unresolved
N Boyle,2022,pitcher,Nate Boyle,Baseball-Reference register
N Cicci,2022,pitcher,NA,unresolved
N Draves,2022,pitcher,Nathan Draves,Baseball-Reference register
N Jenkins,2022,pitcher,Nate Jenkins,Baseball-Reference register
N McBride,2022,pitcher,NA,unresolved
N Merkel,2022,pitcher,Nick Merkel,Baseball-Reference register
P Adams,2022,pitcher,Pat Adams,Baseball-Reference register
P Alfonseca,2022,pitcher,NA,unresolved
P Arevalo,2022,pitcher,Pablo Arevalo,Baseball-Reference register
P Bayer,2022,pitcher,Pete Bayer,Baseball-Reference register
P Carreno,2022,pitcher,NA,unresolved
P Chung,2022,pitcher,Patrick Chung,Baseball-Reference register
P Maybach,2022,pitcher,Pat Maybach,Baseball-Reference register
P Portela,2022,pitcher,Polo Portela,Baseball-Reference register
P Snavely,2022,pitcher,Preston Snavely,Baseball-Reference register
Q Jones,2022,pitcher,Quincy Jones,Baseball-Reference register
R Baldenebro,2022,pitcher,Roberto Baldenebro,Baseball-Reference register
R Hamby,2022,pitcher,Rob Hamby,Baseball-Reference register
R Monsion,2022,pitcher,Rafael Monsion,Baseball-Reference register
R Orta,2022,pitcher,Ronny Orta,Baseball-Reference register
R Ottesen,2022,pitcher,Riley Ottesen,Baseball-Reference register
R Romano,2022,pitcher,NA,unresolved
S Brewer,2022,pitcher,NA,unresolved
S Burto,2022,pitcher,NA,unresolved
S Davis,2022,pitcher,Seth Davis,Baseball-Reference register
S DePalma,2022,pitcher,NA,unresolved
S Dexter,2022,pitcher,NA,unresolved
S Duprey,2022,pitcher,NA,unresolved
S Hellinger,2022,pitcher,NA,unresolved
S Kiley,2022,pitcher,Sean Kiley,Baseball-Reference register
S Kornstad,2022,pitcher,NA,unresolved
T Brown,2022,pitcher,NA,unresolved
T Caulfield,2022,pitcher,NA,unresolved
T Chapman,2022,pitcher,Tyshaun Chapman,Baseball-Reference register
T Elliott,2022,pitcher,NA,unresolved
T Naumann,2022,pitcher,Tyler Naumann,Baseball-Reference register
T Reynolds,2022,pitcher,NA,unresolved
T Schoeninger,2022,pitcher,NA,unresolved
T Solomon,2022,pitcher,Tanner Solomon,Baseball-Reference register
T Walker,2022,pitcher,Tom Walker,Baseball-Reference register
T Wyatt,2022,pitcher,Tyler Wyatt,Baseball-Reference register
U Cantu,2022,pitcher,Ulysses Cantu,Baseball-Reference register
V Buelna,2022,pitcher,NA,unresolved
V Cole,2022,pitcher,NA,unresolved
V Rodriguez,2022,pitcher,Victor Rodriguez,Baseball-Reference register
W Buraconak,2022,pitcher,Will Buraconak,Baseball-Reference register
Y Laureano,2022,pitcher,NA,unresolved
Y Perez,2022,pitcher,Yohandry Perez,Baseball-Reference register
Z Smith,2022,pitcher,NA,unresolved
A Amicangelo,2021,hitter,Anthony Amicangelo,Baseball-Reference register
A Armstrong,2021,hitter,Andy Armstrong,Baseball-Reference register
A Atwood,2021,hitter,Andy Atwood,Baseball-Reference register
A Bond,2021,hitter,Aaron Bond,Baseball-Reference register
A Buendia,2021,hitter,Aldo Buendia,Baseball-Reference register
A Don,2021,hitter,Andrew Don,Baseball-Reference register
A Eggleston,2021,hitter,NA,unresolved
A Elder,2021,hitter,Austin Elder,Baseball-Reference register
A Fishberg,2021,hitter,NA,unresolved
A Kaufman,2021,hitter,Ari Kaufman,Baseball-Reference register
A Kern,2021,hitter,Aaron Kern,Baseball-Reference register
A Monge,2021,hitter,NA,unresolved
A Nunez,2021,hitter,Aldo Nunez,Baseball-Reference register
B Broussard,2021,hitter,Brandt Broussard,Baseball-Reference register
B Daniel,2021,hitter,Breydon Daniel,Baseball-Reference register
B Norman,2021,hitter,Ben Norman,Baseball-Reference register
B Parr,2021,hitter,NA,unresolved
B Perez,2021,hitter,NA,unresolved
B Riley,2021,hitter,Brandon Riley,Baseball-Reference register
B Smith,2021,hitter,Byron Smith,Baseball-Reference register
B West,2021,hitter,Brady West,Baseball-Reference register
C Caffrey,2021,hitter,Chris Caffrey,Baseball-Reference register
C Comer,2021,hitter,Cam Comer,Baseball-Reference register
C Crader,2021,hitter,Cade Crader,Baseball-Reference register
C Estrada,2021,hitter,NA,unresolved
C Eusay,2021,hitter,Chris Eusay,Baseball-Reference register
C Gallardo,2021,hitter,Carlos Gallardo,Baseball-Reference register
C Mink,2021,hitter,NA,unresolved
C Sepulveda,2021,hitter,Christian Sepulveda,Baseball-Reference register
C Silber,2021,hitter,NA,unresolved
C Stratton,2021,hitter,Chase Stratton,Baseball-Reference register
C Thompson,2021,hitter,Cameron Thompson,Baseball-Reference register
C Tirado,2021,hitter,NA,unresolved
D Abbadessa,2021,hitter,Dom Abbadessa,Baseball-Reference register
D Cornett,2021,hitter,Dalton Cornett,Baseball-Reference register
D Delorefice,2021,hitter,Davis Delorefice,Baseball-Reference register
D Ellis,2021,hitter,Damon Ellis,Baseball-Reference register
D Hubbard,2021,hitter,Dondrei Hubbard,Baseball-Reference register
D Maberry,2021,hitter,David Maberry,Baseball-Reference register
D Mervis,2021,hitter,NA,unresolved
D Nevarez,2021,hitter,Dean Nevarez,Baseball-Reference register
D Pearce,2021,hitter,Dylan Pearce,Baseball-Reference register
E Carrillo,2021,hitter,NA,unresolved
E Lopez,2021,hitter,Ethan Lopez,Baseball-Reference register
E Rosales,2021,hitter,NA,unresolved
F Achecar,2021,hitter,Freddy Achecar,Baseball-Reference register
F Jezioro,2021,hitter,Frankie Jezioro,Baseball-Reference register
F Rodriguez,2021,hitter,Felipe Rodriguez,Baseball-Reference register
G Barnes,2021,hitter,Griffin Barnes,Baseball-Reference register
G Bautista,2021,hitter,Gerald Bautista,Baseball-Reference register
G Horton,2021,hitter,NA,unresolved
G Lyttle,2021,hitter,Grey Lyttle,Baseball-Reference register
G White,2021,hitter,Greg White,Baseball-Reference register
H Brown,2021,hitter,NA,unresolved
H Hisky,2021,hitter,Hunter Hisky,Baseball-Reference register
J Agnew,2021,hitter,Josh Agnew,Baseball-Reference register
J Akins,2021,hitter,Jared Akins,Baseball-Reference register
J Anderson,2021,hitter,Jake Anderson,Baseball-Reference register
J Azuaje,2021,hitter,Jesus Azuaje,Baseball-Reference register
J Barfield,2021,hitter,Jacob Barfield,Baseball-Reference register
J Broughton,2021,hitter,Josh Broughton,Baseball-Reference register
J Cunningham,2021,hitter,Jackson Cunningham,Baseball-Reference register
J Elvir,2021,hitter,Josh Elvir,Baseball-Reference register
J Esparza,2021,hitter,NA,unresolved
J Garcia,2021,hitter,Jalen Garcia,Baseball-Reference register
J Goldfarb,2021,hitter,Jakob Goldfarb,Baseball-Reference register
J Gutierrez,2021,hitter,Jacob Gutierrez,Baseball-Reference register
J Malec,2021,hitter,Jake Malec,Baseball-Reference register
J Matthews,2021,hitter,Jason Matthews,Baseball-Reference register
J Newman,2021,hitter,NA,unresolved
J Olson,2021,hitter,NA,unresolved
J Raper,2021,hitter,Jackson Raper,Baseball-Reference register
J Talamante,2021,hitter,NA,unresolved
K Crowl,2021,hitter,Kyle Crowl,Baseball-Reference register
K De La Cruz,2021,hitter,Kida De La Cruz,Baseball-Reference register
K Hayes,2021,hitter,NA,unresolved
K Kaufman,2021,hitter,Kyle Kaufman,Baseball-Reference register
K Maldonado,2021,hitter,Kelvin Maldonado,Baseball-Reference register
K Quiggle,2021,hitter,Kona Quiggle,Baseball-Reference register
K Stone,2021,hitter,Kollin Stone,Baseball-Reference register
L Navigato,2021,hitter,Luke Navigato,Baseball-Reference register
L Roskam,2021,hitter,Luke Roskam,Baseball-Reference register
M Annone,2021,hitter,Mike Annone,Baseball-Reference register
M Deeb,2021,hitter,Michael Deeb,Baseball-Reference register
M Feinstein,2021,hitter,Matt Feinstein,Baseball-Reference register
M Harris,2021,hitter,Myles Harris,Baseball-Reference register
M Miller,2021,hitter,Myles Miller,Baseball-Reference register
M OConnor,2021,hitter,NA,unresolved
M Schwellenbach,2021,hitter,Mason Schwellenbach,Baseball-Reference register
M Skundrich,2021,hitter,Marcus Skundrich,Baseball-Reference register
M Thomas,2021,hitter,NA,unresolved
N Emanuel,2021,hitter,Nick Emanuel,Baseball-Reference register
N Gatewood,2021,hitter,Nick Gatewood,Baseball-Reference register
N Michaels,2021,hitter,Nick Michaels,Baseball-Reference register
N Pacheco,2021,hitter,Niko Pacheco,Baseball-Reference register
N Scantlin,2021,hitter,Nate Scantlin,Baseball-Reference register
O Taylor,2021,hitter,Owen Taylor,Baseball-Reference register
P Parks,2021,hitter,Pavin Parks,Baseball-Reference register
Q Alexander,2021,hitter,Quintin Alexander,Baseball-Reference register
Q Jones,2021,hitter,Quincy Jones,Baseball-Reference register
R Alexiades,2021,hitter,Reese Alexiades,Baseball-Reference register
R Jepson,2021,hitter,Riley Jepson,Baseball-Reference register
R Martinez,2021,hitter,NA,unresolved
R Shah,2021,hitter,Raul Shah,Baseball-Reference register
