rk,name,team,gp,ab,h,rbi,bb,x2b,x3b,hr,xbh,k,avg,obp,slg,hbp,sf,sh,hdp,go,fo,go_fo,pa,season,player_type,total_bases,non_hr_xbh,x3b_from_slg,x2b_from_slg,player_name,x1b,ops,iso,bb_rate,k_rate,hr_rate,xbh_rate,woba
36,G Morgan,Idaho Falls Chukars,30,126,44,15,12,9,1,2,12,19,0.349,0.414,0.484,2,0,NA,3,26,37,0.7,140,2024,hitter,61,10,1,9,G Morgan,32,0.8979999999999999,0.135,0.08571428571428572,0.1357142857142857,0.014285714285714285,0.08571428571428572,0.3956928571428571
37,N Ultsch,Boise Hawks,90,361,126,86,36,21,7,10,38,66,0.349,0.418,0.529,11,6,NA,6,112,56,2,414,2024,hitter,191,28,7,21,N Ultsch,88,0.9470000000000001,0.18000000000000005,0.08695652173913043,0.15942028985507245,0.024154589371980676,0.09178743961352658,0.4104806763285024
38,C Monroe,Idaho Falls Chukars,20,66,23,13,18,5,1,4,10,17,0.348,0.5,0.636,2,0,NA,2,15,10,1.5,86,2024,hitter,42,6,1,5,C Monroe,13,1.1360000000000001,0.28800000000000003,0.20930232558139536,0.19767441860465115,0.046511627906976744,0.11627906976744186,0.48584883720930233
39,G DiGiacomo,Missoula PaddleHeads,9,23,8,5,4,0,0,1,1,5,0.348,0.444,0.478,0,0,NA,NA,4,4,1,27,2024,hitter,11,0,0,0,G DiGiacomo,7,0.9219999999999999,0.13,0.14814814814814814,0.18518518518518517,0.037037037037037035,0.037037037037037035,0.4102592592592592
40,K Liniak,Glacier Range Riders,26,98,34,29,10,13,0,8,21,21,0.347,0.426,0.724,5,2,NA,1,17,28,0.61,115,2024,hitter,71,13,0,13,K Liniak,13,1.15,0.377,0.08695652173913043,0.1826086956521739,0.06956521739130435,0.1826086956521739,0.4816086956521739
41,D Gomez,Colorado Springs Sky Sox,88,316,109,98,46,18,1,30,49,88,0.345,0.449,0.693,15,2,2,2,55,58,0.95,381,2024,hitter,219,19,1,18,D Gomez,60,1.142,0.348,0.12073490813648294,0.23097112860892388,0.07874015748031496,0.12860892388451445,0.4838364116094987
42,J Cone,Ogden Raptors,92,352,121,58,42,26,2,12,40,54,0.344,0.427,0.531,15,8,5,1,64,119,0.54,422,2024,hitter,187,28,2,26,J Cone,81,0.958,0.18700000000000006,0.0995260663507109,0.12796208530805686,0.02843601895734597,0.0947867298578199,0.41541486810551553
43,T Viola,Boise Hawks,94,385,132,94,38,30,0,28,58,83,0.343,0.427,0.639,20,2,NA,15,66,95,0.69,445,2024,hitter,246,30,0,30,T Viola,74,1.066,0.296,0.0853932584269663,0.18651685393258427,0.06292134831460675,0.1303370786516854,0.4569213483146068
44,C Green,Great Falls Voyagers,35,117,40,16,11,5,3,NA,8,31,0.342,0.398,0.436,2,3,1,3,20,27,0.74,134,2024,hitter,51,NA,NA,NA,C Green,NA,0.8340000000000001,0.09399999999999997,0.08208955223880597,0.23134328358208955,NA,0.05970149253731343,NA
45,S Rivas,Rocky Mountain Vibes,93,404,138,124,30,31,5,31,67,95,0.342,0.391,0.673,5,4,NA,5,83,83,1,443,2024,hitter,272,36,5,31,S Rivas,71,1.064,0.331,0.06772009029345373,0.2144469525959368,0.06997742663656885,0.15124153498871332,0.4513995485327314
46,A Fritz,Great Falls Voyagers,17,41,14,8,4,2,0,1,3,9,0.341,0.391,0.463,0,1,NA,NA,8,8,1,46,2024,hitter,19,2,0,2,A Fritz,11,0.8540000000000001,0.122,0.08695652173913043,0.1956521739130435,0.021739130434782608,0.06521739130434782,0.37328260869565216
47,J Nicol,Great Falls Voyagers,13,44,15,13,5,8,0,4,12,11,0.341,0.392,0.795,0,2,NA,NA,9,9,1,51,2024,hitter,35,8,0,8,J Nicol,3,1.187,0.454,0.09803921568627451,0.21568627450980393,0.0784313725490196,0.23529411764705882,0.4840392156862745
48,C Runge,Missoula PaddleHeads,64,241,82,57,33,16,1,11,28,39,0.34,0.42,0.552,5,7,NA,10,54,66,0.82,286,2024,hitter,133,17,1,16,C Runge,54,0.972,0.21200000000000002,0.11538461538461539,0.13636363636363635,0.038461538461538464,0.0979020979020979,0.41746503496503495
49,R Orsak,Glacier Range Riders,19,53,18,7,6,5,NA,NA,5,8,0.34,0.407,0.434,0,0,NA,NA,11,15,0.73,59,2024,hitter,23,NA,NA,NA,R Orsak,NA,0.841,0.09399999999999997,0.1016949152542373,0.13559322033898305,NA,0.0847457627118644,NA
50,M Yonamine,Boise Hawks,96,411,139,96,40,21,2,24,47,95,0.338,0.405,0.574,10,6,NA,11,81,91,0.89,467,2024,hitter,236,23,2,21,M Yonamine,92,0.979,0.23599999999999993,0.08565310492505353,0.20342612419700215,0.05139186295503212,0.1006423982869379,0.4215481798715203
51,E Niemann,Yuba-Sutter Freebirds,26,77,26,13,2,3,0,2,5,8,0.338,0.395,0.455,6,1,NA,2,25,17,1.47,86,2024,hitter,35,3,0,3,E Niemann,21,0.8500000000000001,0.11699999999999999,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.05813953488372093,0.376453488372093
52,B Rosengard,Idaho Falls Chukars,31,104,35,8,13,6,1,NA,7,32,0.337,0.43,0.413,4,0,2,2,25,12,2.08,123,2024,hitter,43,NA,NA,NA,B Rosengard,NA,0.843,0.07599999999999996,0.10569105691056911,0.2601626016260163,NA,0.056910569105691054,NA
53,E Diaz,Colorado Springs Sky Sox,79,262,88,58,37,14,1,6,21,53,0.336,0.423,0.466,6,5,1,7,90,29,3.1,311,2024,hitter,122,15,1,14,E Diaz,67,0.889,0.13,0.1189710610932476,0.17041800643086816,0.01929260450160772,0.06752411575562701,0.3915290322580645
54,T Lomack,Yuba-Sutter Freebirds,80,281,94,31,54,9,3,2,14,57,0.335,0.445,0.409,2,0,NA,4,76,47,1.62,337,2024,hitter,115,12,3,9,T Lomack,80,0.854,0.07399999999999995,0.16023738872403562,0.16913946587537093,0.005934718100890208,0.04154302670623145,0.38644807121661723
55,N Adgar,Ogden Raptors,3,3,1,0,NA,NA,NA,NA,0,NA,0.333,0.333,0.333,0,0,NA,NA,NA,2,NA,3,2024,hitter,1,NA,NA,NA,N Adgar,NA,0.666,0,NA,NA,NA,0,NA
55,K Byrne,Rocky Mountain Vibes,22,84,28,26,11,4,0,4,8,15,0.333,0.423,0.524,2,0,NA,NA,22,17,1.29,97,2024,hitter,44,4,0,4,K Byrne,20,0.9470000000000001,0.191,0.1134020618556701,0.15463917525773196,0.041237113402061855,0.08247422680412371,0.41527835051546386
55,T Davis,Oakland Ballers,7,3,1,0,1,NA,NA,NA,0,1,0.333,0.5,0.333,0,0,NA,NA,NA,1,NA,4,2024,hitter,1,NA,NA,NA,T Davis,NA,0.833,0,0.25,0.25,NA,0,NA
55,W Fuenning,Ogden Raptors,8,15,5,2,2,1,0,1,2,7,0.333,0.412,0.6,0,0,NA,NA,1,1,1,17,2024,hitter,9,1,0,1,W Fuenning,3,1.012,0.26699999999999996,0.11764705882352941,0.4117647058823529,0.058823529411764705,0.11764705882352941,0.43623529411764705
55,J Gates,Oakland Ballers,24,69,23,11,6,5,0,3,8,14,0.333,0.41,0.536,3,0,1,2,24,8,3,79,2024,hitter,37,5,0,5,J Gates,15,0.946,0.203,0.0759493670886076,0.17721518987341772,0.0379746835443038,0.10126582278481013,0.4138974358974359
55,B Harding,Grand Junction Jackalopes,25,81,27,10,14,3,NA,NA,3,12,0.333,0.444,0.37,3,1,NA,1,25,13,1.92,99,2024,hitter,30,NA,NA,NA,B Harding,NA,0.8140000000000001,0.03699999999999998,0.1414141414141414,0.12121212121212122,NA,0.030303030303030304,NA
55,A Shumaker,Grand Junction Jackalopes,29,78,26,11,11,2,0,1,3,17,0.333,0.411,0.397,0,1,3,1,22,16,1.38,93,2024,hitter,31,2,0,2,A Shumaker,23,0.808,0.064,0.11827956989247312,0.1827956989247312,0.010752688172043012,0.03225806451612903,0.36285555555555554
55,S Thompson,Rocky Mountain Vibes,6,18,6,5,3,1,NA,NA,1,6,0.333,0.429,0.389,0,0,NA,NA,5,NA,NA,21,2024,hitter,7,NA,NA,NA,S Thompson,NA,0.8180000000000001,0.055999999999999994,0.14285714285714285,0.2857142857142857,NA,0.047619047619047616,NA
63,R Major,Great Falls Voyagers,92,340,113,44,33,21,9,7,37,62,0.332,0.393,0.509,4,5,1,6,86,75,1.15,383,2024,hitter,173,30,9,21,R Major,76,0.902,0.177,0.08616187989556136,0.1618798955613577,0.018276762402088774,0.09660574412532637,0.390282722513089
64,K Kaler,Boise Hawks,43,172,57,24,34,8,3,3,14,25,0.331,0.445,0.465,2,1,1,4,42,41,1.02,210,2024,hitter,80,11,3,8,K Kaler,43,0.91,0.134,0.1619047619047619,0.11904761904761904,0.014285714285714285,0.06666666666666667,0.40386124401913875
65,B Ryan,Billings Mustangs,87,332,110,64,55,20,6,11,37,58,0.331,0.454,0.527,21,2,1,5,84,69,1.22,411,2024,hitter,175,26,6,20,B Ryan,73,0.9810000000000001,0.196,0.13381995133819952,0.1411192214111922,0.0267639902676399,0.09002433090024331,0.42966585365853655
66,T Halsema,Rocky Mountain Vibes,86,339,112,70,38,19,4,10,33,62,0.33,0.398,0.499,3,4,NA,7,90,71,1.27,384,2024,hitter,169,23,4,19,T Halsema,79,0.897,0.16899999999999998,0.09895833333333333,0.16145833333333334,0.026041666666666668,0.0859375,0.3910442708333333
67,A Sanchez,Missoula PaddleHeads,76,306,101,92,42,22,2,20,44,77,0.33,0.412,0.611,2,2,1,4,68,53,1.28,353,2024,hitter,187,24,2,22,A Sanchez,57,1.023,0.28099999999999997,0.11898016997167139,0.21813031161473087,0.056657223796033995,0.12464589235127478,0.4382215909090908
68,T Wyatt,Idaho Falls Chukars,93,373,123,78,49,27,2,17,46,74,0.33,0.417,0.55,7,0,2,6,76,94,0.81,431,2024,hitter,205,29,2,27,T Wyatt,77,0.9670000000000001,0.22000000000000003,0.1136890951276102,0.1716937354988399,0.03944315545243619,0.10672853828306264,0.4207599067599068
69,C Perez,Missoula PaddleHeads,25,88,29,17,7,6,0,4,10,25,0.33,0.406,0.534,5,1,NA,1,17,13,1.31,101,2024,hitter,47,6,0,6,C Perez,19,0.9400000000000001,0.20400000000000001,0.06930693069306931,0.24752475247524752,0.039603960396039604,0.09900990099009901,0.4093267326732673
70,D Stuart,Oakland Ballers,38,140,46,22,17,4,1,7,12,21,0.329,0.417,0.521,5,1,NA,4,37,33,1.12,163,2024,hitter,73,5,1,4,D Stuart,34,0.938,0.192,0.10429447852760736,0.12883435582822086,0.04294478527607362,0.0736196319018405,0.4106687116564417
71,A Davis,Rocky Mountain Vibes,88,366,120,56,54,27,3,10,40,77,0.328,0.418,0.5,4,2,3,2,83,84,0.99,429,2024,hitter,183,30,3,27,A Davis,80,0.9179999999999999,0.172,0.1258741258741259,0.1794871794871795,0.023310023310023312,0.09324009324009325,0.4022605633802817
72,B Lada,Yuba-Sutter Freebirds,87,342,112,83,22,25,4,17,46,80,0.327,0.386,0.573,15,7,2,9,71,81,0.88,388,2024,hitter,196,29,4,25,B Lada,66,0.959,0.24599999999999994,0.05670103092783505,0.20618556701030927,0.04381443298969072,0.11855670103092783,0.41081347150259073
73,D Rivera,Grand Junction Jackalopes,54,220,72,32,15,15,2,7,24,40,0.327,0.388,0.509,7,0,3,5,52,55,0.95,245,2024,hitter,112,17,2,15,D Rivera,48,0.897,0.182,0.061224489795918366,0.16326530612244897,0.02857142857142857,0.09795918367346938,0.3926942148760331
74,H Yanez,Great Falls Voyagers,38,147,48,28,17,12,0,3,15,31,0.327,0.399,0.469,2,2,2,6,43,27,1.59,170,2024,hitter,69,12,0,12,H Yanez,33,0.868,0.14199999999999996,0.1,0.18235294117647058,0.01764705882352941,0.08823529411764706,0.38114880952380953
75,R Pena,Missoula PaddleHeads,91,389,127,101,46,27,1,24,52,126,0.326,0.41,0.586,11,3,1,12,73,54,1.35,450,2024,hitter,228,28,1,27,R Pena,75,0.996,0.25999999999999995,0.10222222222222223,0.28,0.05333333333333334,0.11555555555555555,0.4290400890868597
76,B Blackford,Yuba-Sutter Freebirds,83,285,93,65,44,26,1,13,40,78,0.326,0.414,0.561,3,6,5,6,64,51,1.25,343,2024,hitter,160,27,1,26,B Blackford,53,0.9750000000000001,0.23500000000000004,0.1282798833819242,0.22740524781341107,0.037900874635568516,0.11661807580174927,0.41883136094674556
77,K Jimenez,Colorado Springs Sky Sox,90,338,110,65,40,24,0,6,30,68,0.325,0.397,0.45,4,6,4,8,87,80,1.09,392,2024,hitter,152,24,0,24,K Jimenez,80,0.847,0.125,0.10204081632653061,0.17346938775510204,0.015306122448979591,0.07653061224489796,0.37277835051546393
78,O Serratos Jr.,Great Falls Voyagers,59,209,68,35,20,11,4,4,19,53,0.325,0.394,0.474,7,5,2,5,39,50,0.78,243,2024,hitter,99,15,4,11,O Serratos Jr.,49,0.868,0.14899999999999997,0.0823045267489712,0.21810699588477367,0.01646090534979424,0.07818930041152264,0.3784854771784232
79,J Daly,Glacier Range Riders,22,71,23,15,12,5,2,2,9,22,0.324,0.424,0.535,1,1,NA,NA,14,12,1.17,85,2024,hitter,38,7,2,5,J Daly,14,0.9590000000000001,0.21100000000000002,0.1411764705882353,0.25882352941176473,0.023529411764705882,0.10588235294117647,0.4143882352941176
80,G Howell,Glacier Range Riders,66,273,88,47,27,16,3,9,28,64,0.322,0.38,0.502,1,4,2,6,61,57,1.07,307,2024,hitter,137,19,3,16,G Howell,60,0.882,0.18,0.08794788273615635,0.20846905537459284,0.029315960912052116,0.09120521172638436,0.3827049180327869
81,C Jordan,Ogden Raptors,68,258,83,51,31,9,3,8,20,43,0.322,0.417,0.473,14,4,7,3,66,70,0.94,314,2024,hitter,122,12,3,9,C Jordan,63,0.8899999999999999,0.15099999999999997,0.09872611464968153,0.13694267515923567,0.025477707006369428,0.06369426751592357,0.392628664495114
82,H Hall,Great Falls Voyagers,73,243,78,47,19,16,2,8,26,58,0.321,0.387,0.502,8,1,NA,3,47,59,0.8,271,2024,hitter,122,18,2,16,H Hall,52,0.889,0.181,0.07011070110701106,0.2140221402214022,0.02952029520295203,0.0959409594095941,0.389070110701107
83,M Jefferson,Oakland Ballers,39,147,47,27,17,6,1,3,10,26,0.32,0.405,0.435,4,0,NA,5,44,28,1.57,168,2024,hitter,64,7,1,6,M Jefferson,37,0.8400000000000001,0.11499999999999999,0.10119047619047619,0.15476190476190477,0.017857142857142856,0.05952380952380952,0.3751130952380952
84,R Holgate,Great Falls Voyagers,19,72,23,15,11,2,0,4,6,21,0.319,0.424,0.514,2,0,NA,3,14,13,1.08,85,2024,hitter,37,2,0,2,R Holgate,17,0.938,0.195,0.12941176470588237,0.24705882352941178,0.047058823529411764,0.07058823529411765,0.4126588235294117
85,P Harden,Oakland Ballers,82,310,99,31,47,10,4,4,18,80,0.319,0.409,0.416,2,3,3,3,81,49,1.65,365,2024,hitter,129,14,4,10,P Harden,81,0.825,0.09699999999999998,0.12876712328767123,0.2191780821917808,0.010958904109589041,0.049315068493150684,0.3684530386740331
86,C Denning,Billings Mustangs,55,204,65,49,35,10,0,9,19,49,0.319,0.43,0.5,7,3,NA,2,39,53,0.74,249,2024,hitter,102,10,0,10,C Denning,46,0.9299999999999999,0.181,0.14056224899598393,0.19678714859437751,0.03614457831325301,0.07630522088353414,0.40831726907630517
87,H George,Colorado Springs Sky Sox,89,333,106,66,69,34,4,12,50,57,0.318,0.434,0.553,3,5,NA,6,81,87,0.93,410,2024,hitter,184,38,4,34,H George,56,0.9870000000000001,0.23500000000000004,0.16829268292682928,0.13902439024390245,0.02926829268292683,0.12195121951219512,0.42535121951219507
88,J Lee,Missoula PaddleHeads,20,44,14,15,3,3,0,2,5,11,0.318,0.38,0.523,2,1,NA,2,10,8,1.25,50,2024,hitter,23,3,0,3,J Lee,9,0.903,0.20500000000000002,0.06,0.22,0.04,0.1,0.39042
89,B Carson,Oakland Ballers,87,350,111,65,59,24,3,13,40,98,0.317,0.417,0.514,2,1,1,3,79,56,1.41,413,2024,hitter,180,27,3,24,B Carson,71,0.931,0.197,0.14285714285714285,0.23728813559322035,0.031476997578692496,0.09685230024213075,0.4074441747572815
90,N Martinez,Oakland Ballers,88,325,103,71,72,20,0,21,41,90,0.317,0.445,0.572,3,0,NA,5,74,48,1.54,400,2024,hitter,186,20,0,20,N Martinez,62,1.017,0.25499999999999995,0.18,0.225,0.0525,0.1025,0.4411075
91,K Johnson,Idaho Falls Chukars,30,95,30,15,13,8,1,NA,9,19,0.316,0.449,0.421,10,0,NA,1,26,16,1.63,118,2024,hitter,40,NA,NA,NA,K Johnson,NA,0.87,0.10499999999999998,0.11016949152542373,0.16101694915254236,NA,0.07627118644067797,NA
92,C Sargent,Ogden Raptors,91,358,113,95,34,20,2,19,41,75,0.316,0.372,0.542,2,7,NA,10,72,90,0.8,401,2024,hitter,194,22,2,20,C Sargent,72,0.914,0.22600000000000003,0.08478802992518704,0.18703241895261846,0.04738154613466334,0.10224438902743142,0.39254613466334165
93,C Gordon,Missoula PaddleHeads,71,260,82,60,54,15,1,11,27,74,0.315,0.446,0.508,8,1,NA,4,43,56,0.77,323,2024,hitter,132,16,1,15,C Gordon,55,0.954,0.193,0.16718266253869968,0.22910216718266255,0.034055727554179564,0.08359133126934984,0.4200247678018576
94,D Hubbard,Oakland Ballers,87,346,109,71,36,27,0,16,43,47,0.315,0.39,0.532,9,4,1,9,91,92,0.99,396,2024,hitter,184,27,0,27,D Hubbard,66,0.922,0.21700000000000003,0.09090909090909091,0.11868686868686869,0.04040404040404041,0.10858585858585859,0.399693670886076
95,R Mccarthy,Idaho Falls Chukars,55,181,57,29,40,11,0,4,15,41,0.315,0.459,0.442,10,2,4,2,50,39,1.28,237,2024,hitter,80,11,0,11,R Mccarthy,42,0.901,0.127,0.16877637130801687,0.1729957805907173,0.016877637130801686,0.06329113924050633,0.40558369098712443
96,D Tofteland,Rocky Mountain Vibes,91,316,99,77,63,26,1,17,44,87,0.313,0.448,0.563,15,1,4,9,76,51,1.49,399,2024,hitter,178,27,1,26,D Tofteland,55,1.011,0.24999999999999994,0.15789473684210525,0.21804511278195488,0.042606516290726815,0.11027568922305764,0.4392886075949367
97,D Glancy,Yuba-Sutter Freebirds,34,99,31,20,17,5,1,4,10,17,0.313,0.415,0.505,3,4,NA,1,20,33,0.61,123,2024,hitter,50,6,1,5,D Glancy,21,0.9199999999999999,0.192,0.13821138211382114,0.13821138211382114,0.032520325203252036,0.08130081300813008,0.39771544715447155
98,F Rojas Jr.,Great Falls Voyagers,89,294,92,60,58,14,2,12,28,76,0.313,0.437,0.497,9,3,NA,6,76,44,1.73,364,2024,hitter,146,16,2,14,F Rojas Jr.,64,0.9339999999999999,0.184,0.15934065934065933,0.2087912087912088,0.03296703296703297,0.07692307692307693,0.41095604395604396
99,C Halvorson,Grand Junction Jackalopes,67,237,74,50,28,16,3,12,31,36,0.312,0.391,0.557,5,4,NA,4,60,64,0.94,274,2024,hitter,132,19,3,16,C Halvorson,43,0.9480000000000001,0.24500000000000005,0.10218978102189781,0.13138686131386862,0.043795620437956206,0.11313868613138686,0.406970802919708
100,T Clark,Oakland Ballers,38,138,43,23,11,8,0,4,12,26,0.312,0.406,0.457,11,0,NA,3,32,33,0.97,160,2024,hitter,63,8,0,8,T Clark,31,0.863,0.14500000000000002,0.06875,0.1625,0.025,0.075,0.38520000000000004
101,T Rogers,Idaho Falls Chukars,88,322,100,79,65,23,0,14,37,77,0.311,0.438,0.512,13,6,NA,7,78,62,1.26,406,2024,hitter,165,23,0,23,T Rogers,63,0.95,0.201,0.16009852216748768,0.1896551724137931,0.034482758620689655,0.09113300492610837,0.41583004926108375
102,S Wilmer,Oakland Ballers,83,290,90,57,49,24,0,9,33,85,0.31,0.42,0.486,8,3,7,2,57,60,0.95,357,2024,hitter,141,24,0,24,S Wilmer,57,0.9059999999999999,0.176,0.13725490196078433,0.23809523809523808,0.025210084033613446,0.09243697478991597,0.3988999999999999
103,L Barns,Ogden Raptors,84,315,97,50,21,14,2,2,18,51,0.308,0.375,0.384,14,2,8,11,98,71,1.38,360,2024,hitter,121,16,2,14,L Barns,79,0.759,0.07600000000000001,0.058333333333333334,0.14166666666666666,0.005555555555555556,0.05,0.3408465909090909
104,A Figueredo,Yuba-Sutter Freebirds,69,234,72,53,43,16,0,7,23,46,0.308,0.406,0.466,1,8,NA,6,53,67,0.79,286,2024,hitter,109,16,0,16,A Figueredo,49,0.8720000000000001,0.15800000000000003,0.15034965034965034,0.16083916083916083,0.024475524475524476,0.08041958041958042,0.38093356643356646
105,A Mata,Idaho Falls Chukars,35,137,42,20,16,4,2,3,9,32,0.307,0.377,0.431,0,1,2,2,42,23,1.83,156,2024,hitter,59,6,2,4,A Mata,33,0.808,0.124,0.10256410256410256,0.20512820512820512,0.019230769230769232,0.057692307692307696,0.3569025974025974
106,C Chatham,Great Falls Voyagers,20,49,15,2,11,NA,NA,NA,0,19,0.306,0.426,0.306,0,1,NA,NA,9,7,1.29,61,2024,hitter,15,NA,NA,NA,C Chatham,NA,0.732,0,0.18032786885245902,0.3114754098360656,NA,0,NA
107,D Crenshaw,Billings Mustangs,9,36,11,6,7,2,0,1,3,6,0.306,0.419,0.444,0,0,NA,NA,9,6,1.5,43,2024,hitter,16,2,0,2,D Crenshaw,8,0.863,0.138,0.16279069767441862,0.13953488372093023,0.023255813953488372,0.06976744186046512,0.3855116279069768
108,P Mills,Billings Mustangs,46,167,51,54,45,12,2,12,26,49,0.305,0.452,0.617,2,3,NA,5,25,43,0.58,217,2024,hitter,103,14,2,12,P Mills,25,1.069,0.312,0.2073732718894009,0.22580645161290322,0.055299539170506916,0.11981566820276497,0.4534101382488479
109,D Poteet,Boise Hawks,40,141,43,27,17,8,1,1,10,34,0.305,0.379,0.397,1,2,NA,NA,35,28,1.25,161,2024,hitter,56,9,1,8,D Poteet,33,0.776,0.09200000000000003,0.10559006211180125,0.2111801242236025,0.006211180124223602,0.062111801242236024,0.34559627329192544
110,S Kuchinski,Grand Junction Jackalopes,52,187,57,57,32,9,0,15,24,54,0.305,0.417,0.594,4,0,1,5,41,31,1.32,224,2024,hitter,111,9,0,9,S Kuchinski,33,1.011,0.289,0.14285714285714285,0.24107142857142858,0.06696428571428571,0.10714285714285714,0.4359910313901345
111,M Sykes,Rocky Mountain Vibes,45,158,48,29,11,8,1,3,12,38,0.304,0.374,0.424,8,2,2,1,35,29,1.21,181,2024,hitter,67,9,1,8,M Sykes,36,0.798,0.12,0.06077348066298342,0.20994475138121546,0.016574585635359115,0.06629834254143646,0.3543072625698324
112,K Jenkins,Idaho Falls Chukars,18,56,17,10,11,3,NA,NA,3,12,0.304,0.418,0.357,0,0,NA,4,20,6,3.33,67,2024,hitter,20,NA,NA,NA,K Jenkins,NA,0.7749999999999999,0.05299999999999999,0.16417910447761194,0.1791044776119403,NA,0.04477611940298507,NA
113,G Lora,Billings Mustangs,42,142,43,31,23,12,0,3,15,27,0.303,0.425,0.451,8,1,2,7,37,32,1.16,176,2024,hitter,64,12,0,12,G Lora,28,0.876,0.14800000000000002,0.13068181818181818,0.1534090909090909,0.017045454545454544,0.08522727272727272,0.3911781609195402
114,R Gil,Ogden Raptors,67,215,65,53,27,15,0,18,33,83,0.302,0.395,0.623,8,3,NA,3,36,33,1.09,253,2024,hitter,134,15,0,15,R Gil,32,1.018,0.321,0.1067193675889328,0.32806324110671936,0.07114624505928854,0.13043478260869565,0.43361660079051384
114,D Leach,Billings Mustangs,39,129,39,19,31,5,2,8,15,49,0.302,0.448,0.558,3,0,NA,1,13,25,0.52,163,2024,hitter,72,7,2,5,D Leach,24,1.006,0.25600000000000006,0.1901840490797546,0.3006134969325153,0.049079754601226995,0.09202453987730061,0.43719631901840483
116,J Kirby,Yuba-Sutter Freebirds,31,96,29,26,15,2,3,6,11,27,0.302,0.385,0.573,1,5,NA,2,19,24,0.79,117,2024,hitter,55,5,3,2,J Kirby,18,0.958,0.27099999999999996,0.1282051282051282,0.23076923076923078,0.05128205128205128,0.09401709401709402,0.40215384615384614
117,E Blum,Billings Mustangs,42,123,37,23,14,7,0,7,14,39,0.301,0.39,0.528,4,0,1,4,28,17,1.65,142,2024,hitter,65,7,0,7,E Blum,23,0.918,0.22700000000000004,0.09859154929577464,0.2746478873239437,0.04929577464788732,0.09859154929577464,0.4012482269503546
118,E Bates,Yuba-Sutter Freebirds,15,10,3,3,NA,NA,NA,NA,0,1,0.3,0.273,0.3,0,1,NA,1,2,5,0.4,11,2024,hitter,3,NA,NA,NA,E Bates,NA,0.573,0,NA,0.09090909090909091,NA,0,NA
119,E Good,Ogden Raptors,45,151,45,25,19,9,2,5,16,38,0.298,0.385,0.483,3,1,3,4,37,33,1.12,177,2024,hitter,73,11,2,9,E Good,29,0.868,0.185,0.10734463276836158,0.21468926553672316,0.02824858757062147,0.0903954802259887,0.38048275862068964
120,B Skinner,Yuba-Sutter Freebirds,90,363,108,49,44,18,2,8,28,74,0.298,0.379,0.424,5,2,2,6,120,56,2.14,416,2024,hitter,154,20,2,18,B Skinner,80,0.8029999999999999,0.126,0.10576923076923077,0.1778846153846154,0.019230769230769232,0.0673076923076923,0.35731400966183574
121,B Fitzgerald,Glacier Range Riders,77,254,75,59,38,23,1,17,41,69,0.295,0.42,0.594,18,2,3,1,52,58,0.9,315,2024,hitter,151,24,1,23,B Fitzgerald,34,1.014,0.299,0.12063492063492064,0.21904761904761905,0.05396825396825397,0.13015873015873017,0.4358141025641025
122,J Rooks,Billings Mustangs,34,95,28,24,27,7,1,3,11,35,0.295,0.473,0.484,7,2,NA,4,19,12,1.58,131,2024,hitter,46,8,1,7,J Rooks,17,0.957,0.189,0.20610687022900764,0.26717557251908397,0.022900763358778626,0.08396946564885496,0.42439694656488547
123,C Corliss,Idaho Falls Chukars,21,51,15,9,8,3,NA,NA,3,13,0.294,0.4,0.353,1,0,1,2,14,8,1.75,61,2024,hitter,18,NA,NA,NA,C Corliss,NA,0.753,0.059,0.13114754098360656,0.21311475409836064,NA,0.04918032786885246,NA
123,N Klemp,Boise Hawks,69,255,75,41,32,18,1,5,24,38,0.294,0.381,0.431,5,2,NA,8,66,68,0.97,294,2024,hitter,110,19,1,18,N Klemp,51,0.812,0.137,0.10884353741496598,0.1292517006802721,0.017006802721088437,0.08163265306122448,0.36046598639455785
125,J Shanks,Idaho Falls Chukars,45,160,47,33,17,12,1,4,17,43,0.294,0.413,0.456,17,2,NA,2,39,30,1.3,196,2024,hitter,73,13,1,12,J Shanks,30,0.869,0.16200000000000003,0.08673469387755102,0.2193877551020408,0.02040816326530612,0.08673469387755102,0.38732653061224487
1,J Ochoa,Colorado Springs Sky Sox,28,1,1,3,NA,0,0,1,1,NA,1,1,4,0,0,NA,NA,NA,NA,NA,1,2025,hitter,4,0,0,0,J Ochoa,0,5,3,NA,NA,1,1,NA
2,J Smith,Colorado Springs Sky Sox,2,4,2,1,3,NA,NA,NA,0,1,0.5,0.714,0.5,0,0,NA,1,1,NA,NA,7,2025,hitter,2,NA,NA,NA,J Smith,NA,1.214,0,0.42857142857142855,0.14285714285714285,NA,0,NA
3,B Rosengard,Idaho Falls Chukars,66,229,106,57,49,16,6,10,32,43,0.463,0.558,0.716,3,2,1,5,41,39,1.05,284,2025,hitter,164,22,6,16,B Rosengard,74,1.274,0.25299999999999995,0.17253521126760563,0.15140845070422534,0.035211267605633804,0.11267605633802817,0.5396819787985865
4,T Darden,Boise Hawks,95,371,159,125,68,25,8,18,51,58,0.429,0.524,0.685,10,3,NA,8,77,70,1.1,452,2025,hitter,254,33,8,25,T Darden,108,1.209,0.25600000000000006,0.1504424778761062,0.12831858407079647,0.03982300884955752,0.11283185840707964,0.5145243362831858
