rk,name,team,era,w,l,app,gs,sv,ip,h,r,er,bb,k,k_9,hr,whip,bf,wp,hbp,season,player_type,ip_raw,bb_9,hr_9,h_9,k_bb,k_pct,bb_pct,k_minus_bb_pct,gs_pct,league_era,league_fip_component,fip_constant,fip,pitcher_role,eligible,k_bb_pct,era_score,fip_score,whip_score,command_score,workload_score,pitcher_score_0_1,reliability,pitcher_signal,pitcher_z,pitcher_scout_grade
116,E Ross,Billings Mustangs,9.84,1,2,15,2,0,32,46,38,35,25,28,7.88,6,2.22,169,6,3,2025,pitcher,32,7.03125,1.6875,12.9375,1.12,0.16568047337278108,0.14792899408284024,0.01775147928994083,0.13333333333333333,6.808370805949498,2.0062694569353168,4.8021013490141815,8.114601349014182,Reliever,TRUE,0.01775147928994083,0.22988505747126436,0.2413793103448276,0.2558139534883721,0.23976608187134502,0.3275862068965517,0.25370702551620966,0.5161290322580645,-0.12711895457227887,-1.296255280364809,30
119,N Pinazzi,Idaho Falls Chukars,8.13,1,1,29,1,2,31,40,30,28,17,42,12.19,2,1.84,148,3,1,2025,pitcher,31,4.935483870967742,0.5806451612903226,11.612903225806452,2.4705882352941178,0.28378378378378377,0.11486486486486489,0.16891891891891891,0.034482758620689655,6.808370805949498,2.0062694569353168,4.8021013490141815,4.6730690909496655,Reliever,TRUE,0.16891891891891891,0.367816091954023,0.9517241379310345,0.5058139534883721,0.8888888888888888,0.3218390804597701,0.7124971041610978,0.5081967213114754,0.10799033162285297,0.6561194332181892,45
120,A Sabouri,Missoula PaddleHeads,6.3,0,0,30,0,8,30,28,26,21,25,29,8.7,1,1.77,147,1,7,2025,pitcher,30,7.5,0.3,8.4,1.16,0.19727891156462585,0.17006802721088435,0.0272108843537415,0,6.808370805949498,2.0062694569353168,4.8021013490141815,6.502101349014182,Reliever,TRUE,0.027210884353741496,0.5632183908045977,0.6482758620689655,0.5581395348837209,0.28654970760233917,0.3160919540229885,0.504330791560564,0.5,0.00216539578028202,-0.2226630774568685,40
121,C Calnon,Billings Mustangs,3.68,4,0,7,4,0,29.333333333333332,29,14,12,1,15,4.6,4,1.02,116,NA,NA,2025,pitcher,29.1,0.3068181818181818,1.2272727272727273,8.897727272727273,15,0.12931034482758622,0.00862068965517241,0.1206896551724138,0.5714285714285714,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Starter,TRUE,0.1206896551724138,0.8908045977011494,0.5,0.9709302325581395,0.7426900584795322,0.3103448275862069,0.6258034487448239,0.49438202247191015,0.06219496342440731,0.27582939739348084,40
122,K Carrillo,Colorado Springs Sky Sox,12.1,0,2,13,2,0,29,51,46,39,34,20,6.21,8,2.93,175,11,5,2025,pitcher,29,10.551724137931034,2.4827586206896552,15.827586206896552,0.5882352941176471,0.11428571428571428,0.19428571428571428,-0.08,0.15384615384615385,6.808370805949498,2.0062694569353168,4.8021013490141815,11.043480659359007,Reliever,TRUE,-0.08,0.16091954022988506,0.06206896551724138,0.11046511627906977,0.11695906432748537,0.29310344827586204,0.12736935897616267,0.4915254237288136,-0.1831574337235811,-1.761605294620928,25
122,C Ciuffetelli,Ogden Raptors,6.83,0,2,29,0,0,29,40,29,22,23,31,9.62,7,2.17,149,11,NA,2025,pitcher,29,7.137931034482759,2.1724137931034484,12.413793103448276,1.3478260869565215,0.2080536912751678,0.15436241610738255,0.05369127516778524,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.053691275167785234,0.5,0.5,0.28488372093023256,0.42105263157894735,0.29310344827586204,0.43166441565019203,0.4915254237288136,-0.03358867705329544,-0.5195690348419191,35
122,M Hoaglund,Grand Junction Jackalopes,12.41,1,1,10,3,0,29,51,41,40,19,22,6.83,8,2.41,155,1,2,2025,pitcher,29,5.896551724137931,2.4827586206896552,15.827586206896552,1.1578947368421053,0.14193548387096774,0.12258064516129032,0.01935483870967742,0.3,6.808370805949498,2.0062694569353168,4.8021013490141815,9.043480659359007,Reliever,TRUE,0.01935483870967742,0.13793103448275862,0.15862068965517243,0.18023255813953487,0.25146198830409355,0.29310344827586204,0.1964191017506343,0.4915254237288136,-0.14921772964799335,-1.4797660653160014,30
125,B Carmichael,Boise Hawks,10.61,3,3,6,6,0,28,46,39,33,15,22,7.07,4,2.18,145,NA,2,2025,pitcher,28,4.821428571428571,1.2857142857142858,14.785714285714286,1.4666666666666666,0.15172413793103448,0.10344827586206896,0.04827586206896552,1,6.808370805949498,2.0062694569353168,4.8021013490141815,6.909244206157039,Starter,TRUE,0.04827586206896552,0.20689655172413793,0.5379310344827586,0.27906976744186046,0.38596491228070173,0.28735632183908044,0.3944103040279126,0.4827586206896552,-0.05097433598652495,-0.6639415580609466,35
2,J Acosta,Boise Hawks,6.75,2,1,11,0,0,17.333333333333332,22,13,13,7,20,10.38,2,1.67,81,4,2,2025,pitcher,17.1,3.634615384615385,1.0384615384615383,11.423076923076923,2.857142857142857,0.24691358024691357,0.08641975308641975,0.16049382716049382,0,6.808370805949498,2.0062694569353168,4.8021013490141815,5.5521013490141815,Reliever,TRUE,0.16049382716049382,0.5057471264367817,0.8413793103448276,0.6395348837209303,0.8654970760233918,0.22988505747126436,0.6839494553009092,0.36619718309859156,0.06736177236371324,0.318735176600531,45
4,C Adamson,Colorado Springs Sky Sox,13.32,0,4,5,5,0,24.333333333333332,43,36,36,15,14,5.18,5,2.38,130,3,3,2025,pitcher,24.1,5.5479452054794525,1.8493150684931507,15.904109589041097,0.9333333333333332,0.1076923076923077,0.1153846153846154,-0.00769230769230769,1,6.808370805949498,2.0062694569353168,4.8021013490141815,8.541827376411442,Starter,TRUE,-0.007692307692307693,0.1206896551724138,0.2,0.19186046511627908,0.17543859649122806,0.25862068965517243,0.19117031753401148,0.44785276073619634,-0.13831022588967584,-1.3891888921609772,30
5,N Agacki,Ogden Raptors,13.11,1,0,10,0,0,11.666666666666666,16,17,17,13,11,8.49,3,2.49,64,3,3,2025,pitcher,11.2,10.028571428571428,2.3142857142857145,12.342857142857143,0.8461538461538461,0.171875,0.203125,-0.03125,0,6.808370805949498,2.0062694569353168,4.8021013490141815,10.373529920442753,Reliever,TRUE,-0.03125,0.12643678160919541,0.08275862068965517,0.1744186046511628,0.15789473684210525,0.1781609195402299,0.12781391128181321,0.28,-0.10421210484109232,-1.1060341499842086,30
6,M Alba,Missoula PaddleHeads,15,0,0,3,0,0,3,4,5,5,5,3,9,NA,3,18,2,1,2025,pitcher,3,15,NA,12,0.6,0.16666666666666666,0.2777777777777778,-0.11111111111111112,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.1111111111111111,0.09770114942528736,0.5,0.06976744186046512,0.08187134502923976,0.07471264367816093,0.24921308215741172,0.09090909090909091,-0.02279881071296257,-0.4299687364159251,35
11,J Allgeyer,Oakland Ballers,27,0,0,1,0,0,2,5,6,6,1,0,0,1,3,12,1,1,2025,pitcher,2,4.5,4.5,22.5,0,0,0.08333333333333333,-0.08333333333333333,0,6.808370805949498,2.0062694569353168,4.8021013490141815,14.302101349014182,Reliever,TRUE,-0.08333333333333333,0.017241379310344827,0.006896551724137931,0.06976744186046512,0.10526315789473684,0.04597701149425287,0.040270755075338706,0.0625,-0.02873307780779133,-0.4792475769376705,35
13,A Alonso,Colorado Springs Sky Sox,16.5,0,1,5,2,0,12,23,24,22,17,5,3.75,6,3.33,74,NA,NA,2025,pitcher,12,12.75,4.5,17.25,0.29411764705882354,0.06756756756756757,0.22972972972972977,-0.16216216216216217,0.4,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.16216216216216217,0.08045977011494253,0.5,0.046511627906976744,0.04678362573099415,0.1896551724137931,0.25452512931620686,0.2857142857142857,-0.0701356773382266,-0.82305955352092,35
15,K Anglin,Yuba-Sutter Freebirds,5.17,1,0,4,4,0,15.666666666666666,23,11,9,7,20,11.49,1,1.91,75,2,NA,2025,pitcher,15.2,4.021276595744681,0.574468085106383,13.212765957446807,2.857142857142857,0.26666666666666666,0.09333333333333334,0.17333333333333334,1,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Starter,TRUE,0.17333333333333334,0.764367816091954,0.5,0.45348837209302323,0.8947368421052632,0.22413793103448276,0.5725720676993205,0.34306569343065696,0.02489698672896395,-0.03389731628278814,40
17,E Armstrong III,Glacier Range Riders,7.24,1,1,17,0,0,27.333333333333332,31,22,22,12,31,10.21,8,1.57,123,3,1,2025,pitcher,27.1,3.951219512195122,2.6341463414634148,10.207317073170731,2.5833333333333335,0.25203252032520324,0.0975609756097561,0.1544715447154471,0,6.808370805949498,2.0062694569353168,4.8021013490141815,7.765515983160523,Reliever,TRUE,0.15447154471544716,0.47701149425287354,0.31724137931034485,0.7325581395348837,0.8421052631578947,0.27586206896551724,0.48150445279196386,0.47674418604651164,-0.008817644599180023,-0.3138675154531024,35
18,E Armstrong III,Colorado Springs Sky Sox,18.16,1,2,11,2,0,18.333333333333332,48,37,37,13,16,7.85,6,3.33,118,4,3,2025,pitcher,18.1,6.381818181818182,2.9454545454545458,23.56363636363637,1.2307692307692308,0.13559322033898305,0.11016949152542373,0.02542372881355932,0.18181818181818182,6.808370805949498,2.0062694569353168,4.8021013490141815,9.929374076286908,Reliever,TRUE,0.025423728813559324,0.05747126436781609,0.11724137931034483,0.046511627906976744,0.2807017543859649,0.2471264367816092,0.15337772056444238,0.37931034482758624,-0.13147741633762533,-1.3324484511174026,30
21,T Atkins,Grand Junction Jackalopes,14.34,1,0,13,0,0,10.666666666666666,17,19,17,6,10,8.44,3,2.16,63,NA,6,2025,pitcher,10.2,5.0625,2.53125,14.34375,1.6666666666666667,0.15873015873015872,0.09523809523809525,0.06349206349206349,0,6.808370805949498,2.0062694569353168,4.8021013490141815,9.958351349014182,Reliever,TRUE,0.06349206349206349,0.10919540229885058,0.1103448275862069,0.29069767441860467,0.47953216374269003,0.16666666666666666,0.2104934415697088,0.26229508196721313,-0.075936146473519,-0.8712273203068922,35
22,C Backer Jr.,Rocky Mountain Vibes,12.38,0,2,2,2,0,8,18,14,11,5,2,2.25,NA,2.88,48,NA,NA,2025,pitcher,8,5.625,NA,20.25,0.4,0.04166666666666666,0.10416666666666669,-0.0625,1,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Starter,TRUE,-0.0625,0.14367816091954022,0.5,0.12209302325581395,0.1286549707602339,0.15517241379310345,0.28276788268452474,0.21052631578947367,-0.04573307732957373,-0.6204175397850942,35
23,T Bacon,Great Falls Voyagers,5.47,0,2,24,0,2,26.333333333333332,24,18,16,25,27,9.23,3,1.86,130,7,1,2025,pitcher,26.1,8.544303797468356,1.0253164556962029,8.202531645569621,1.08,0.2076923076923077,0.19230769230769232,0.01538461538461538,0,6.808370805949498,2.0062694569353168,4.8021013490141815,7.194506412305321,Reliever,TRUE,0.015384615384615385,0.7011494252873564,0.47586206896551725,0.48255813953488375,0.22807017543859648,0.27011494252873564,0.42990433179982834,0.46745562130177515,-0.03276661412907433,-0.5127425292104429,35
25,T Baker,Glacier Range Riders,9.24,0,1,3,3,0,12.666666666666666,27,19,13,2,3,2.13,4,2.29,69,NA,1,2025,pitcher,12.2,1.4210526315789471,2.8421052631578947,19.18421052631579,1.5,0.04347826086956521,0.02898550724637681,0.0144927536231884,1,6.808370805949498,2.0062694569353168,4.8021013490141815,9.144206612172075,Starter,TRUE,0.014492753623188406,0.26436781609195403,0.15172413793103448,0.22093023255813954,0.21637426900584794,0.20114942528735633,0.1958851184362939,0.296875,-0.09028410546422526,-0.9903744317558689,30
30,S Bass,Ogden Raptors,8,0,1,2,2,0,9,14,9,8,5,5,5,4,2.11,44,1,1,2025,pitcher,9,5,4,14,1,0.11363636363636365,0.11363636363636365,0,1,6.808370805949498,2.0062694569353168,4.8021013490141815,11.468768015680848,Starter,TRUE,0,0.3735632183908046,0.04827586206896552,0.3081395348837209,0.1871345029239766,0.16091954022988506,0.16772361269385705,0.23076923076923078,-0.0766791663014176,-0.8773974429215985,35
35,N Bautista,Missoula PaddleHeads,5.19,1,1,18,0,0,17.333333333333332,14,10,10,13,20,10.38,2,1.56,79,2,2,2025,pitcher,17.1,6.750000000000001,1.0384615384615383,7.26923076923077,1.5384615384615383,0.25316455696202533,0.16455696202531644,0.08860759493670889,0,6.808370805949498,2.0062694569353168,4.8021013490141815,6.59056288747572,Reliever,TRUE,0.08860759493670886,0.7528735632183908,0.6275862068965518,0.7383720930232558,0.5847953216374269,0.22988505747126436,0.58924454949188,0.36619718309859156,0.032681102630829295,0.030742882751238338,40
38,D Beckman,Colorado Springs Sky Sox,11.77,0,0,10,0,0,13,14,20,17,15,11,7.62,4,2.23,72,2,4,2025,pitcher,13,10.384615384615383,2.769230769230769,9.692307692307692,0.7333333333333333,0.1527777777777778,0.20833333333333337,-0.05555555555555555,0,6.808370805949498,2.0062694569353168,4.8021013490141815,11.494409041321871,Reliever,TRUE,-0.05555555555555555,0.1781609195402299,0.041379310344827586,0.25,0.14619883040935672,0.20689655172413793,0.12855011090945756,0.3023255813953488,-0.11229880367853608,-1.173187032722675,30
40,H Belton,Rocky Mountain Vibes,6.29,2,1,5,5,0,24.333333333333332,27,18,17,20,13,4.81,3,1.93,116,NA,2,2025,pitcher,24.1,7.397260273972603,1.1095890410958904,9.986301369863014,0.65,0.11206896551724138,0.1724137931034483,-0.0603448275862069,1,6.808370805949498,2.0062694569353168,4.8021013490141815,8.048676691479935,Starter,TRUE,-0.0603448275862069,0.5689655172413793,0.25517241379310346,0.43023255813953487,0.13450292397660818,0.25862068965517243,0.2961307371609993,0.44785276073619634,-0.0913034121916997,-0.9988388727497243,30
41,D Benton,Billings Mustangs,27,0,0,3,0,0,1.6666666666666663,2,5,5,4,2,10.8,NA,3.6,13,2,3,2025,pitcher,1.2,21.6,NA,10.8,0.5,0.15384615384615383,0.3076923076923077,-0.15384615384615383,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.15384615384615385,0.017241379310344827,0.5,0.03488372093023256,0.05263157894736842,0.040229885057471264,0.22263537753766938,0.052631578947368404,-0.014598138024333187,-0.36186940163098447,35
46,M Binns,Oakland Ballers,12.34,1,2,6,1,1,11.666666666666666,13,16,16,8,9,6.94,3,1.8,59,2,3,2025,pitcher,11.2,6.171428571428572,2.3142857142857145,10.028571428571428,1.125,0.15254237288135594,0.13559322033898305,0.01694915254237289,0.16666666666666666,6.808370805949498,2.0062694569353168,4.8021013490141815,9.43067277758561,Reliever,TRUE,0.01694915254237288,0.15517241379310345,0.13793103448275862,0.5348837209302325,0.23391812865497075,0.1781609195402299,0.20544441161712085,0.28,-0.08247556474720617,-0.9255314062309716,35
47,G Blackman,Billings Mustangs,5.4,0,1,2,1,0,5,6,3,3,1,5,9,2,1.4,23,NA,NA,2025,pitcher,5,1.8,3.6,10.8,5,0.21739130434782608,0.04347826086956521,0.17391304347826086,0.5,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Starter,TRUE,0.17391304347826086,0.7126436781609196,0.5,0.8546511627906976,0.9005847953216374,0.10919540229885058,0.5888579374123627,0.14285714285714285,0.012693991058908956,-0.13523240415509144,40
48,B Blankenship,Grand Junction Jackalopes,21.86,0,2,8,2,0,7,10,17,17,17,4,5.14,1,3.86,46,1,1,2025,pitcher,7,21.857142857142858,1.2857142857142858,12.857142857142858,0.2352941176470588,0.08695652173913043,0.3695652173913043,-0.2826086956521739,0.25,6.808370805949498,2.0062694569353168,4.8021013490141815,13.23067277758561,Reliever,TRUE,-0.2826086956521739,0.040229885057471264,0.027586206896551724,0.023255813953488372,0.005847953216374269,0.13793103448275862,0.041253792728278865,0.1891891891891892,-0.08678982299735265,-0.9613575058792092,30
49,E Blum,Ogden Raptors,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2025,pitcher,0,NA,NA,NA,NA,NA,NA,NA,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,FALSE,NA,0.9827586206896551,0.5,0.5,0.5,0,0.49741379310344824,0,-0,-0.24064477454225347,40
54,J Bollman,Rocky Mountain Vibes,16.71,0,2,2,2,0,7,14,18,13,6,6,7.71,4,2.86,45,2,1,2025,pitcher,7,7.714285714285714,5.142857142857143,18,1,0.13333333333333333,0.13333333333333333,0,1,6.808370805949498,2.0062694569353168,4.8021013490141815,13.516387063299897,Starter,TRUE,0,0.07471264367816093,0.013793103448275862,0.12790697674418605,0.1871345029239766,0.13793103448275862,0.0876313913626622,0.1891891891891892,-0.07801568271517202,-0.8884960298499645,35
56,B Bonner,Ogden Raptors,45,0,0,3,0,0,2,11,10,10,NA,0,0,1,5.5,18,NA,NA,2025,pitcher,2,NA,4.5,49.5,NA,0,NA,NA,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,NA,0.005747126436781609,0.5,0.011627906976744186,0.5,0.04597701149425287,0.30892141138732965,0.0625,-0.011942411788291897,-0.3398159437120887,35
59,K Bow,Idaho Falls Chukars,1.8,0,0,6,0,0,5,4,1,1,5,7,12.6,NA,1.8,24,2,NA,2025,pitcher,5,9,NA,7.2,1.4,0.2916666666666667,0.20833333333333337,0.08333333333333334,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.08333333333333333,0.9597701149425287,0.5,0.5348837209302325,0.5672514619883041,0.10919540229885058,0.527283492076891,0.14285714285714285,0.0038976417252701368,-0.20827830671712597,40
60,N Boyle,Ogden Raptors,0,0,0,1,0,0,0,NA,NA,NA,1,0,0,NA,NA,1,NA,NA,2025,pitcher,0,NA,NA,NA,0,0,1,-1,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,FALSE,-1,0.9827586206896551,0.5,0.5,0,0,0.39741379310344827,0,-0,-0.24064477454225347,40
62,J Bradley,Boise Hawks,10.38,1,0,1,1,0,4.333333333333333,6,5,5,6,3,6.23,1,2.77,27,2,2,2025,pitcher,4.1,12.461538461538462,2.076923076923077,12.461538461538462,0.5,0.1111111111111111,0.2222222222222222,-0.1111111111111111,1,6.808370805949498,2.0062694569353168,4.8021013490141815,11.955947502860337,Starter,TRUE,-0.1111111111111111,0.21264367816091953,0.034482758620689655,0.1511627906976744,0.08187134502923976,0.09770114942528736,0.09183537566182229,0.12621359223300968,-0.05151592346015834,-0.6684389631010756,35
63,G Brasosky,Rocky Mountain Vibes,10.13,0,1,2,0,0,2.6666666666666665,7,5,3,1,3,10.13,1,3,17,NA,NA,2025,pitcher,2.2,3.375,3.375,23.625,3,0.17647058823529413,0.0588235294117647,0.11764705882352942,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.11764705882352941,0.21839080459770116,0.5,0.06976744186046512,0.7192982456140351,0.06896551724137931,0.3939398415847156,0.0816326530612245,-0.00865797211553342,-0.3125415766755592,35
67,E Brown,Grand Junction Jackalopes,9.82,0,1,12,0,0,14.666666666666666,19,22,16,22,10,6.14,3,2.8,86,3,2,2025,pitcher,14.2,13.5,1.840909090909091,11.65909090909091,0.4545454545454546,0.11627906976744186,0.2558139534883721,-0.13953488372093026,0,6.808370805949498,2.0062694569353168,4.8021013490141815,11.006646803559637,Reliever,TRUE,-0.13953488372093023,0.2413793103448276,0.06896551724137931,0.14534883720930233,0.06432748538011696,0.21839080459770116,0.12395210493488468,0.3283582089552239,-0.12347841330496324,-1.266023804487828,30
71,P Bryant,Grand Junction Jackalopes,15.88,0,1,3,2,0,5.666666666666667,10,10,10,8,2,3.18,1,3.18,35,1,1,2025,pitcher,5.2,12.705882352941176,1.588235294117647,15.88235294117647,0.25,0.05714285714285714,0.22857142857142856,-0.17142857142857143,0.6666666666666666,6.808370805949498,2.0062694569353168,4.8021013490141815,11.15504252548477,Starter,TRUE,-0.17142857142857143,0.08620689655172414,0.05517241379310345,0.06395348837209303,0.029239766081871343,0.1206896551724138,0.06534675032944565,0.15887850467289721,-0.06905705835887313,-0.8141025767253176,35
72,T Buckner,Yuba-Sutter Freebirds,3,0,1,11,0,3,12,8,4,4,2,17,12.75,2,0.83,47,1,NA,2025,pitcher,12,1.5,1.5,6,8.5,0.3617021276595745,0.0425531914893617,0.3191489361702128,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.3191489361702128,0.9252873563218391,0.5,1,1,0.1896551724137931,0.6672413793103449,0.2857142857142857,0.04778325123152711,0.15615287197771147,40
76,R Butenschoen,Boise Hawks,9,0,0,3,0,0,2,1,2,2,5,3,13.5,1,3,11,NA,NA,2025,pitcher,2,22.5,4.5,4.5,0.6,0.2727272727272727,0.4545454545454546,-0.18181818181818185,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.18181818181818182,0.28735632183908044,0.5,0.06976744186046512,0.017543859649122806,0.04597701149425287,0.2604855161158711,0.0625,-0.014969655242758055,-0.3649545235955478,35
77,C Butler,Idaho Falls Chukars,18,1,0,6,0,0,6,6,12,12,11,8,12,1,2.83,34,2,1,2025,pitcher,6,16.5,1.5,9,0.7272727272727273,0.2352941176470588,0.3235294117647059,-0.08823529411764708,0,6.808370805949498,2.0062694569353168,4.8021013490141815,10.302101349014182,Reliever,TRUE,-0.08823529411764706,0.06321839080459771,0.0896551724137931,0.13953488372093023,0.09941520467836257,0.12643678160919541,0.09814687413535174,0.16666666666666666,-0.06697552097744137,-0.7968172494860004,35
79,M Byrne,Colorado Springs Sky Sox,20.25,0,0,2,0,0,1.3333333333333333,3,3,3,2,1,6.75,NA,3.75,10,NA,1,2025,pitcher,1.1,13.5,NA,20.25,0.5,0.1,0.2,-0.1,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.1,0.04597701149425287,0.5,0.029069767441860465,0.0935672514619883,0.028735632183908046,0.23282732358830788,0.0425531914893617,-0.011369050060072005,-0.3350546815857442,35
81,C Calnon,Yuba-Sutter Freebirds,3.86,0,0,4,0,0,7,6,3,3,4,8,10.29,1,1.43,31,NA,NA,2025,pitcher,7,5.142857142857143,1.2857142857142858,7.714285714285714,2,0.25806451612903225,0.12903225806451613,0.12903225806451613,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.12903225806451613,0.8735632183908046,0.5,0.8313953488372093,0.7660818713450293,0.13793103448275862,0.5880800470837613,0.1891891891891892,0.016663792691522402,-0.10226671211082936,40
89,C Castaneda,Grand Junction Jackalopes,67.5,0,0,3,0,0,1.3333333333333333,8,10,10,3,0,0,2,8.25,18,NA,2,2025,pitcher,1.1,20.25,13.5,54,0,0,0.16666666666666666,-0.16666666666666666,0,6.808370805949498,2.0062694569353168,4.8021013490141815,35.55210134901418,Reliever,TRUE,-0.16666666666666666,0,0,0,0.03508771929824561,0.028735632183908046,0.011327888687235329,0.0425531914893617,-0.020794557928202752,-0.41332518940882945,35
96,C Chimenti,Billings Mustangs,5.19,0,3,14,0,4,17.333333333333332,23,12,10,5,11,5.71,NA,1.62,79,NA,2,2025,pitcher,17.1,2.5961538461538463,NA,11.942307692307692,2.2,0.13924050632911392,0.06329113924050633,0.07594936708860758,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.0759493670886076,0.7528735632183908,0.5,0.6918604651162791,0.5497076023391813,0.22988505747126436,0.5265413600829124,0.36619718309859156,0.009719371297967926,-0.15993399079920853,40
99,C Ciuffetelli,Missoula PaddleHeads,13.5,0,0,2,0,0,2,1,3,3,4,2,9,NA,2.5,11,NA,1,2025,pitcher,2,18,NA,4.5,0.5,0.18181818181818185,0.3636363636363637,-0.18181818181818185,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.18181818181818182,0.11494252873563218,0.5,0.1686046511627907,0.017543859649122806,0.04597701149425287,0.24450716808058642,0.0625,-0.01596830199496335,-0.3732474017645079,35
101,T Clarkson,Glacier Range Riders,0,0,0,1,0,0,1,1,NA,NA,NA,2,18,NA,1,4,NA,NA,2025,pitcher,1,NA,NA,9,NA,0.5,NA,NA,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,NA,0.9827586206896551,0.5,0.9767441860465116,0.5,0.011494252873563218,0.5468123496391338,0.03225806451612903,0.0015100757948107687,-0.22810493043360616,40
105,N Cole,Glacier Range Riders,18.69,0,0,5,0,0,4.333333333333333,7,9,9,6,3,6.23,2,3,25,NA,NA,2025,pitcher,4.1,12.461538461538462,4.153846153846154,14.53846153846154,0.5,0.12,0.24,-0.12,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.12,0.05172413793103448,0.5,0.06976744186046512,0.07017543859649122,0.09770114942528736,0.24342562500879303,0.12621359223300968,-0.03238317354257951,-0.5095583942179501,35
107,B Collett,Grand Junction Jackalopes,24,0,0,4,0,0,3,9,9,8,3,4,12,1,4,21,1,NA,2025,pitcher,3,9,3,27,1.3333333333333333,0.1904761904761905,0.14285714285714285,0.04761904761904761,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.047619047619047616,0.028735632183908046,0.5,0.01744186046511628,0.36257309941520466,0.07471264367816093,0.2897760473088629,0.09090909090909091,-0.019111268426467008,-0.3993469586378807,35
109,T Collins,Colorado Springs Sky Sox,12,0,0,1,1,0,3,2,5,4,6,3,9,NA,2.67,18,1,1,2025,pitcher,3,18,NA,6,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666666,1,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Starter,TRUE,-0.16666666666666666,0.16666666666666666,0.5,0.16279069767441862,0.03508771929824561,0.07471264367816093,0.2595035101788151,0.09090909090909091,-0.021863317256471355,-0.42220029052110863,35
110,M Colucci,Ogden Raptors,11.25,1,0,4,0,0,4,6,5,5,7,5,11.25,1,3.25,24,1,NA,2025,pitcher,4,15.75,2.25,13.5,0.7142857142857143,0.20833333333333337,0.2916666666666667,-0.08333333333333334,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.08333333333333333,0.1896551724137931,0.5,0.05813953488372093,0.10526315789473684,0.09195402298850575,0.26910796437766427,0.11764705882352941,-0.02716376889674538,-0.4662158541788184,35
111,C Colyer,Billings Mustangs,2.3,3,2,25,0,0,27.333333333333332,23,9,7,15,21,6.91,1,1.39,115,1,NA,2025,pitcher,27.1,4.939024390243903,0.32926829268292684,7.573170731707317,1.4,0.1826086956521739,0.13043478260869565,0.05217391304347826,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.05217391304347826,0.9482758620689655,0.5,0.872093023255814,0.39766081871345027,0.27586206896551724,0.5503621557234438,0.47674418604651164,0.024009864937920893,-0.041264078271353054,40
114,C Cook,Great Falls Voyagers,36,0,0,1,0,0,1,2,4,4,4,2,18,NA,6,10,1,1,2025,pitcher,1,36,NA,18,0.5,0.2,0.4,-0.2,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,-0.2,0.011494252873563218,0.5,0.005813953488372093,0.011695906432748537,0.011494252873563218,0.2063688524974559,0.03225806451612903,-0.009471972500082068,-0.31930113004479793,35
117,J Coronado,Colorado Springs Sky Sox,0,0,0,1,0,0,1,2,NA,NA,1,2,18,NA,3,6,1,NA,2025,pitcher,1,9,NA,18,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,6.808370805949498,2.0062694569353168,4.8021013490141815,NA,Reliever,TRUE,0.16666666666666666,0.9827586206896551,0.5,0.06976744186046512,0.8771929824561403,0.011494252873563218,0.5315532717117573,0.03225806451612903,0.0010178474745728147,-0.23219245135332184,40
