rk,name,team,era,w,l,app,gs,sv,ip,h,r,er,bb,k,k_9,hr,whip,bf,wp,hbp,season,player_type,ip_raw,bb_9,hr_9,h_9,k_bb,k_pct,bb_pct,k_minus_bb_pct,gs_pct,league_era,league_fip_component,fip_constant,fip,pitcher_role,eligible,k_bb_pct,era_score,fip_score,whip_score,command_score,workload_score,pitcher_score_0_1,reliability,pitcher_signal,pitcher_z,pitcher_scout_grade
118,C Caffrey,Ogden Raptors,7.36,0,0,5,0,0,7.333333333333333,11,6,6,2,6,7.36,NA,1.77,NA,NA,NA,2021,pitcher,7.1,2.4545454545454546,NA,13.5,3,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.417910447761194,0.5,0.5074626865671642,0.5,0.11194029850746269,0.43022388059701494,0.1964285714285714,-0.013706023454157777,-0.5802217640920174,35
118,J Newman,Missoula PaddleHeads,0,0,0,8,0,0,7.333333333333333,4,0,0,3,12,14.73,NA,0.95,NA,NA,NA,2021,pitcher,7.1,3.681818181818182,NA,4.909090909090909,4,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.9701492537313433,0.5,0.9925373134328358,0.5,0.11194029850746269,0.5615671641791045,0.1964285714285714,0.012093550106609802,0.04910455440649973,40
121,A Amicangelo,Billings Mustangs,5.68,0,0,2,0,0,6.333333333333333,8,8,4,1,1,1.42,NA,1.42,NA,NA,NA,2021,pitcher,6.1,1.4210526315789471,NA,11.36842105263158,1,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.6194029850746269,0.5,0.835820895522388,0.5,0.1044776119402985,0.4921641791044776,0.17431192660550457,-0.0013658770368341845,-0.27920985409842175,40
122,D Maberry,Ogden Raptors,3,0,0,2,1,0,6,6,2,2,3,14,21,NA,1.5,NA,NA,NA,2021,pitcher,6,4.5,NA,9,4.666666666666667,NA,NA,NA,0.5,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Starter,TRUE,NA,0.9477611940298507,0.5,0.7611940298507462,0.5,0.09701492537313433,0.5328358208955224,0.16666666666666666,0.005472636815920398,-0.11239869588999467,40
123,K De La Cruz,Ogden Raptors,3.38,0,0,8,1,0,5.333333333333333,5,2,2,4,8,13.5,NA,1.69,NA,NA,NA,2021,pitcher,5.1,6.75,NA,8.4375,2,NA,NA,NA,0.125,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.9253731343283582,0.5,0.5970149253731343,0.5,0.08208955223880597,0.5108208955223881,0.1509433962264151,0.001633342720360464,-0.20605019803985977,40
123,B West,Idaho Falls Chukars,13.5,0,0,4,1,0,5.333333333333333,8,8,8,7,4,6.75,NA,2.81,NA,NA,NA,2021,pitcher,5.1,11.8125,NA,13.5,0.5714285714285714,NA,NA,NA,0.25,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.06716417910447761,0.5,0.03731343283582089,0.5,0.08208955223880597,0.32611940298507464,0.1509433962264151,-0.02624612785130949,-0.8861112283212765,35
125,E Carrillo,Rocky Mountain Vibes,13.5,0,0,4,0,0,4.666666666666667,6,12,7,11,5,9.64,NA,3.64,NA,NA,NA,2021,pitcher,4.2,21.21428571428571,NA,11.571428571428571,0.4545454545454546,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.06716417910447761,0.5,0.007462686567164179,0.5,0.07462686567164178,0.32201492537313436,0.13461538461538464,-0.023959529276693453,-0.8303344667613365,35
14,A Armstrong,Ogden Raptors,18,0,0,2,0,0,3,7,6,6,2,2,6,NA,3,NA,NA,NA,2021,pitcher,3,6,NA,21,1,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.014925373134328358,0.5,0.022388059701492536,0.5,0.05223880597014925,0.3123134328358209,0.09090909090909091,-0.017062415196743553,-0.6620938792967576,35
16,A Atwood,Great Falls Voyagers,10.13,0,0,3,0,0,2.6666666666666665,7,5,3,0,3,10.13,NA,2.63,NA,NA,NA,2021,pitcher,2.2,0,NA,23.625,NA,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.15671641791044777,0.5,0.07462686567164178,0.5,0.04477611940298507,0.3376865671641791,0.0816326530612245,-0.01325007614986293,-0.5690998888499578,35
19,S Barmakian,Idaho Falls Chukars,0,0,0,1,0,0,1.6666666666666663,2,0,0,0,4,21.6,NA,1.2,NA,NA,NA,2021,pitcher,1.2,0,NA,10.8,NA,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.9701492537313433,0.5,0.9626865671641791,0.5,0.014925373134328358,0.5440298507462686,0.052631578947368404,0.0023173605655930855,-0.1893650217785694,40
33,A Buendia,Rocky Mountain Vibes,0,0,0,1,0,0,2,2,0,0,2,0,0,NA,2,NA,NA,NA,2021,pitcher,2,9,NA,9,0,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.9701492537313433,0.5,0.27611940298507465,0.5,0.03731343283582089,0.478731343283582,0.0625,-0.0013292910447761236,-0.27831741579372327,40
48,K Crowl,Great Falls Voyagers,2.25,0,0,3,0,0,4,3,9,1,5,4,9,NA,2,NA,NA,NA,2021,pitcher,4,11.25,NA,6.75,0.8,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.9626865671641791,0.5,0.27611940298507465,0.5,0.06716417910447761,0.4820895522388059,0.11764705882352941,-0.0021071115013169533,-0.2972907094109497,40
59,D Delorefice,Missoula PaddleHeads,5.4,0,0,3,0,0,3.3333333333333335,2,2,2,2,4,10.8,NA,1.2,NA,NA,NA,2021,pitcher,3.1,5.3999999999999995,NA,5.3999999999999995,2,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.6791044776119403,0.5,0.9626865671641791,0.5,0.05970149253731343,0.507089552238806,0.09999999999999999,7.089552238806029e-4,-0.2285986862408572,40
73,J Esparza,Rocky Mountain Vibes,0,0,0,1,0,0,0.3333333333333333,3,3,0,2,0,0,NA,15,NA,NA,NA,2021,pitcher,0.1,54,NA,81,0,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.9701492537313433,0.5,0,0.5,0,0.44552238805970146,0.010989010989010988,-5.986550762670169e-4,-0.2604950884927927,40
86,C Gallardo,Rocky Mountain Vibes,0,0,0,1,0,0,0.3333333333333333,0,0,0,0,1,27,NA,0,NA,NA,NA,2021,pitcher,0.1,0,NA,0,NA,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.9701492537313433,0.5,1,0.5,0,0.5455223880597014,0.010989010989010988,5.002460226340817e-4,-0.23368970811173695,40
111,R Jepson,Great Falls Voyagers,27,0,0,2,0,0,1.6666666666666663,6,5,5,0,0,0,NA,3.6,NA,NA,NA,2021,pitcher,1.2,0,NA,32.400000000000006,NA,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0,0.5,0.014925373134328358,0.5,0.014925373134328358,0.3037313432835821,0.052631578947368404,-0.010329929300864097,-0.49786905002903864,35
111,F Jezioro,Grand Junction Jackalopes,16.2,0,0,3,0,0,1.6666666666666663,1,3,3,2,3,16.2,NA,1.8,NA,NA,NA,2021,pitcher,1.2,10.8,NA,5.4,1.5,NA,NA,NA,0,6.796524985640436,-0.4025703618609994,7.199095347501435,NA,Reliever,TRUE,NA,0.029850746268656716,0.5,0.4626865671641791,0.5,0.014925373134328358,0.3529850746268657,0.052631578947368404,-0.007737627651217593,-0.43463530510813503,35
1,J Agnew,Grand Junction Jackalopes,5.45,10,3,17,16,0,102.33333333333331,117,67,62,15,98,8.62,20,1.29,429,3,1,2022,pitcher,102.1,1.3192182410423454,1.7589576547231272,10.289902280130294,6.533333333333333,0.22843822843822845,0.03496503496503497,0.19347319347319347,0.9411764705882353,6.188213484242365,1.2197287540247828,4.968484730217582,6.062947270934194,Starter,TRUE,0.19347319347319347,0.6335403726708074,0.5528455284552846,0.9371069182389937,0.9354838709677419,1,0.7469767333001828,0.7732997481108312,0.19098704565026728,1.5664914486882409,55
2,N Barros,Glacier Range Riders,4.85,8,6,19,17,0,102,114,67,55,36,87,7.68,10,1.47,464,2,7,2022,pitcher,102,3.176470588235294,0.8823529411764706,10.058823529411764,2.4166666666666665,0.1875,0.07758620689655173,0.10991379310344827,0.8947368421052632,6.188213484242365,1.2197287540247828,4.968484730217582,5.801818063550915,Starter,TRUE,0.10991379310344827,0.7763975155279503,0.6829268292682927,0.7987421383647799,0.5935483870967742,0.9937888198757764,0.7372825732737089,0.7727272727272727,0.18335471571150236,1.4970854089066585,50
3,R Orta,Ogden Raptors,5.34,7,6,17,17,0,94.33333333333331,115,61,56,25,82,7.82,8,1.48,422,5,6,2022,pitcher,94.1,2.385159010600707,0.7632508833922261,10.97173144876325,3.28,0.1943127962085308,0.05924170616113744,0.13507109004739337,1,6.188213484242365,1.2197287540247828,4.968484730217582,5.318308051772352,Starter,TRUE,0.13507109004739337,0.6645962732919255,0.8048780487804879,0.7924528301886793,0.7225806451612903,0.9875776397515528,0.7935387185198429,0.7587131367292225,0.22271168187966633,1.8549854448676315,55
4,C Day,Ogden Raptors,5.3,9,3,18,18,0,90,120,72,53,32,76,7.6,15,1.69,422,4,8,2022,pitcher,90,3.2,1.5,12,2.375,0.18009478672985782,0.07582938388625593,0.10426540284360188,1,6.188213484242365,1.2197287540247828,4.968484730217582,6.7795958413286925,Starter,TRUE,0.10426540284360189,0.6956521739130435,0.3252032520325203,0.5157232704402516,0.5612903225806452,0.9751552795031055,0.5445328103855847,0.75,0.03339960778918849,0.13344019579211763,40
4,M Lines,Boise Hawks,7.1,3,8,26,12,0,90,133,77,71,27,55,5.5,15,1.78,424,6,2,2022,pitcher,90,2.7,1.5,13.3,2.037037037037037,0.12971698113207547,0.06367924528301887,0.0660377358490566,0.46153846153846156,6.188213484242365,1.2197287540247828,4.968484730217582,6.879595841328693,Reliever,TRUE,0.0660377358490566,0.37267080745341613,0.2845528455284553,0.39622641509433965,0.3225806451612903,0.9751552795031055,0.42013382179655234,0.75,-0.05989963365258574,-0.7149941506071047,35
6,P Arevalo,Great Falls Voyagers,4.85,8,1,16,14,0,89,107,55,48,13,60,6.07,11,1.35,393,3,9,2022,pitcher,89,1.3146067415730338,1.1123595505617978,10.820224719101123,4.615384615384615,0.15267175572519084,0.03307888040712468,0.11959287531806616,0.875,6.188213484242365,1.2197287540247828,4.968484730217582,5.968484730217582,Starter,TRUE,0.11959287531806616,0.7763975155279503,0.6016260162601627,0.89937106918239,0.6193548387096774,0.9627329192546584,0.7153280463816309,0.7478991596638656,0.16104366494088365,1.2941956373980321,50
6,I Fuentes,Grand Junction Jackalopes,6.37,8,5,18,16,0,89,114,68,63,34,85,8.6,9,1.66,416,4,10,2022,pitcher,89,3.438202247191011,0.9101123595505618,11.52808988764045,2.5,0.20432692307692307,0.08173076923076923,0.12259615384615384,0.8888888888888888,6.188213484242365,1.2197287540247828,4.968484730217582,5.856125179655784,Starter,TRUE,0.12259615384615384,0.4720496894409938,0.6666666666666666,0.5534591194968553,0.6451612903225806,0.9627329192546584,0.6662622279852162,0.7478991596638656,0.1243473805939852,0.9604910161812452,50
8,W Buraconak,Colorado Springs Sky Sox,5.11,5,3,18,14,0,88,122,69,50,27,89,9.1,10,1.69,410,7,8,2022,pitcher,88,2.761363636363636,1.0227272727272727,12.477272727272728,3.2962962962962963,0.21707317073170732,0.06585365853658537,0.15121951219512195,0.7777777777777778,6.188213484242365,1.2197287540247828,4.968484730217582,5.616212002944854,Starter,TRUE,0.15121951219512195,0.7329192546583851,0.7154471544715447,0.5157232704402516,0.8,0.9503105590062112,0.7502356608823325,0.7457627118644068,0.18661642506479034,1.5267463814991116,50
8,J Dicenso,Idaho Falls Chukars,6.34,5,6,18,18,0,88,111,80,62,33,77,7.88,12,1.64,416,11,10,2022,pitcher,88,3.375,1.2272727272727273,11.352272727272728,2.3333333333333335,0.18509615384615383,0.07932692307692307,0.10576923076923078,1,6.188213484242365,1.2197287540247828,4.968484730217582,6.457121093853945,Starter,TRUE,0.10576923076923077,0.4906832298136646,0.43902439024390244,0.5974842767295597,0.5741935483870968,0.9503105590062112,0.5663459617709177,0.7457627118644068,0.04947834437153183,0.2796552362614361,40
10,A Crowson,Missoula PaddleHeads,4.23,7,0,18,18,0,87.33333333333333,93,60,41,46,59,6.08,7,1.59,402,14,6,2022,pitcher,87.1,4.740458015267176,0.7213740458015268,9.583969465648856,1.2826086956521738,0.14676616915422885,0.11442786069651742,0.03233830845771143,1,6.188213484242365,1.2197287540247828,4.968484730217582,6.445583966858803,Starter,TRUE,0.03233830845771144,0.8322981366459627,0.44715447154471544,0.6729559748427673,0.18064516129032257,0.9440993788819876,0.54874604568942,0.7443181818181818,0.036282568098375094,0.15965694212168052,40
11,M Gabbert,Boise Hawks,6.62,5,6,19,16,0,87,111,69,64,26,95,9.83,6,1.57,394,5,1,2022,pitcher,87,2.689655172413793,0.6206896551724138,11.482758620689657,3.6538461538461537,0.2411167512690355,0.06598984771573604,0.1751269035532995,0.8421052631578947,6.188213484242365,1.2197287540247828,4.968484730217582,4.612162891137122,Starter,TRUE,0.1751269035532995,0.43478260869565216,0.959349593495935,0.7044025157232704,0.896774193548387,0.9316770186335404,0.8385038717797574,0.7435897435897436,0.25170800722084524,2.118669028556525,55
11,Q Jones,Great Falls Voyagers,6.31,6,5,18,16,0,87,113,75,61,28,58,6,12,1.62,411,10,5,2022,pitcher,87,2.896551724137931,1.2413793103448276,11.689655172413794,2.0714285714285716,0.1411192214111922,0.0681265206812652,0.072992700729927,0.8888888888888888,6.188213484242365,1.2197287540247828,4.968484730217582,6.566185879642869,Starter,TRUE,0.072992700729927,0.4968944099378882,0.3983739837398374,0.6289308176100629,0.36129032258064514,0.9316770186335404,0.5087864540587845,0.7435897435897436,0.006533517120634652,-0.11087169489889051,40
13,Y Perez,Rocky Mountain Vibes,7.92,4,4,22,15,0,86.33333333333333,116,90,76,58,87,9.07,10,2.02,434,6,5,2022,pitcher,86.1,6.046332046332046,1.0424710424710426,12.092664092664092,1.5,0.20046082949308755,0.1336405529953917,0.06682027649769584,0.6818181818181818,6.188213484242365,1.2197287540247828,4.968484730217582,6.648021409754262,Starter,TRUE,0.06682027649769585,0.2608695652173913,0.36585365853658536,0.2138364779874214,0.33548387096774196,0.9192546583850931,0.41184051894729734,0.7421203438395415,-0.06542494439154724,-0.7652396116957566,35
13,T Solomon,Glacier Range Riders,6.25,4,6,26,10,0,86.33333333333333,102,75,60,41,69,7.19,14,1.66,407,7,7,2022,pitcher,86.1,4.274131274131275,1.4594594594594594,10.633204633204636,1.6829268292682926,0.16953316953316952,0.10073710073710074,0.06879606879606878,0.38461538461538464,6.188213484242365,1.2197287540247828,4.968484730217582,7.146090907823759,Reliever,TRUE,0.0687960687960688,0.515527950310559,0.22764227642276422,0.5534591194968553,0.34838709677419355,0.9192546583850931,0.43129763317797776,0.7421203438395415,-0.050985424088549454,-0.6339310953426225,35
15,E Gill,Billings Mustangs,3.26,3,1,16,15,0,85.66666666666667,85,34,31,29,80,8.4,8,1.33,359,8,NA,2022,pitcher,85.2,3.046692607003891,0.8404669260700388,8.929961089494164,2.7586206896551726,0.22284122562674097,0.0807799442896936,0.14206128133704737,0.9375,6.188213484242365,1.2197287540247828,4.968484730217582,NA,Starter,TRUE,0.14206128133704735,0.906832298136646,0.5,0.9056603773584906,0.7677419354838709,0.906832298136646,0.716164114273617,0.7406340057636888,0.16009849385682876,1.2856005448919905,50
15,T Naumann,Great Falls Voyagers,5.46,4,5,15,14,0,85.66666666666667,105,59,52,23,82,8.61,8,1.49,389,12,3,2022,pitcher,85.2,2.4163424124513617,0.8404669260700388,11.03112840466926,3.5652173913043477,0.21079691516709512,0.05912596401028278,0.15167095115681234,0.9333333333333333,6.188213484242365,1.2197287540247828,4.968484730217582,5.1786014617350915,Starter,TRUE,0.15167095115681234,0.6211180124223602,0.8617886178861789,0.779874213836478,0.8064516129032258,0.906832298136646,0.8131857377026155,0.7406340057636888,0.23195600746274403,1.9390504727582911,55
17,V Rodriguez,Idaho Falls Chukars,5.44,3,4,28,11,1,84.33333333333333,99,62,51,34,82,8.75,7,1.58,394,4,5,2022,pitcher,84.1,3.628458498023716,0.7470355731225297,10.565217391304348,2.411764705882353,0.20812182741116753,0.08629441624365482,0.12182741116751272,0.39285714285714285,6.188213484242365,1.2197287540247828,4.968484730217582,5.490223860652364,Reliever,TRUE,0.1218274111675127,0.6459627329192547,0.7642276422764228,0.6855345911949685,0.6387096774193548,0.9006211180124224,0.7339740291536885,0.7376093294460642,0.17258142675184604,1.3991164625807628,50
18,M Timmins,Missoula PaddleHeads,6.1,5,4,17,17,0,82.66666666666667,107,65,56,21,67,7.29,10,1.55,375,5,6,2022,pitcher,82.2,2.286290322580645,1.0887096774193548,11.649193548387096,3.1904761904761907,0.17866666666666667,0.056,0.12266666666666667,1,6.188213484242365,1.2197287540247828,4.968484730217582,5.899936343120808,Starter,TRUE,0.12266666666666666,0.5403726708074534,0.6341463414634146,0.7232704402515723,0.6516129032258065,0.8944099378881988,0.6715255525600322,0.7337278106508875,0.12585306815055616,0.9741832715329457,50
19,J Dobrash,Grand Junction Jackalopes,7.87,5,4,18,16,0,82.33333333333333,109,82,72,47,77,8.42,8,1.89,409,6,11,2022,pitcher,82.1,5.137651821862349,0.8744939271255061,11.91497975708502,1.6382978723404256,0.1882640586797066,0.11491442542787286,0.07334963325183375,0.8888888888888888,6.188213484242365,1.2197287540247828,4.968484730217582,6.474557604711508,Starter,TRUE,0.07334963325183375,0.2732919254658385,0.43089430894308944,0.3018867924528302,0.3741935483870968,0.8881987577639752,0.45160871498441024,0.7329376854599406,-0.03546779643575867,-0.4928186053393845,35
20,P Snavely,Colorado Springs Sky Sox,6.8,4,4,16,16,0,82,109,70,62,30,68,7.46,10,1.7,385,9,8,2022,pitcher,82,3.292682926829268,1.0975609756097562,11.96341463414634,2.2666666666666666,0.17662337662337663,0.07792207792207792,0.0987012987012987,1,6.188213484242365,1.2197287540247828,4.968484730217582,6.285557900949289,Starter,TRUE,0.0987012987012987,0.39751552795031053,0.5203252032520326,0.4968553459119497,0.5419354838709678,0.8819875776397516,0.5581281785047109,0.7321428571428571,0.04255813069094902,0.2167249607276056,40
21,I Kahaloa,Grand Junction Jackalopes,6.31,2,5,17,14,0,81.33333333333333,96,64,57,27,99,10.95,9,1.51,370,1,7,2022,pitcher,81.1,2.987704918032787,0.9959016393442623,10.622950819672132,3.6666666666666665,0.26756756756756755,0.07297297297297298,0.19459459459459455,0.8235294117647058,6.188213484242365,1.2197287540247828,4.968484730217582,5.226681451529057,Starter,TRUE,0.1945945945945946,0.4968944099378882,0.8373983739837398,0.7547169811320755,0.9419354838709677,0.8757763975155279,0.8047187655989094,0.7305389221556886,0.2226089185812392,1.8540509473241629,55
22,R Hamby,Glacier Range Riders,4.11,4,3,15,15,0,81,80,44,37,26,59,6.56,5,1.31,350,4,1,2022,pitcher,81,2.888888888888889,0.5555555555555556,8.88888888888889,2.269230769230769,0.16857142857142857,0.07428571428571429,0.09428571428571428,1,6.188213484242365,1.2197287540247828,4.968484730217582,5.31416374256326,Starter,TRUE,0.09428571428571429,0.8695652173913043,0.8130081300813008,0.9245283018867925,0.5096774193548387,0.8695652173913043,0.7804611313095586,0.7297297297297297,0.20466082555021844,1.690836559462394,55
23,K Pilot,Billings Mustangs,5.02,7,5,25,15,1,80.66666666666667,88,52,45,46,81,9.04,5,1.66,376,11,6,2022,pitcher,80.2,5.132231404958677,0.5578512396694214,9.818181818181818,1.7608695652173914,0.2154255319148936,0.12234042553191488,0.09308510638297872,0.6,6.188213484242365,1.2197287540247828,4.968484730217582,5.699889688895268,Starter,TRUE,0.09308510638297872,0.7515527950310559,0.6991869918699187,0.5534591194968553,0.4967741935483871,0.8633540372670807,0.6766115722520509,0.7289156626506024,0.12873494121986845,1.0003901308405148,50
24,M Thomas,Great Falls Voyagers,6.78,1,6,20,12,0,78.33333333333333,101,75,59,34,52,5.97,10,1.72,378,8,10,2022,pitcher,78.1,3.906382978723404,1.148936170212766,11.604255319148937,1.5294117647058822,0.13756613756613756,0.08994708994708994,0.04761904761904761,0.6,6.188213484242365,1.2197287540247828,4.968484730217582,6.985506006813326,Starter,TRUE,0.047619047619047616,0.40372670807453415,0.2601626016260163,0.46540880503144655,0.2064516129032258,0.8571428571428571,0.38102667851680505,0.7230769230769231,-0.08602686322631019,-0.9525870678061086,30
25,J Slocum,Idaho Falls Chukars,6.78,7,6,16,15,0,75.66666666666667,94,69,57,27,47,5.59,16,1.6,348,3,5,2022,pitcher,75.2,3.211453744493392,1.9030837004405283,11.180616740088103,1.7407407407407407,0.13505747126436782,0.07758620689655173,0.05747126436781609,0.9375,6.188213484242365,1.2197287540247828,4.968484730217582,7.743815126693352,Starter,TRUE,0.05747126436781609,0.40372670807453415,0.12195121951219512,0.660377358490566,0.25806451612903225,0.8509316770186336,0.35462988464371625,0.7160883280757098,-0.10409784285765429,-1.1169189482735553,30
26,R Baldenebro,Grand Junction Jackalopes,5.65,6,3,22,9,0,73.33333333333333,80,54,46,37,55,6.75,9,1.6,331,7,5,2022,pitcher,73.1,4.540909090909091,1.1045454545454547,9.818181818181818,1.4864864864864864,0.1661631419939577,0.11178247734138971,0.05438066465256798,0.4090909090909091,6.188213484242365,1.2197287540247828,4.968484730217582,6.782121093853945,Reliever,TRUE,0.054380664652567974,0.6086956521739131,0.3170731707317073,0.660377358490566,0.23870967741935484,0.8385093167701864,0.4576896849672254,0.7096774193548387,-0.030026675184549722,-0.4433387373242797,35
26,A Schneider,Colorado Springs Sky Sox,7.61,2,7,27,8,1,73.33333333333333,92,70,62,44,66,8.1,12,1.85,361,17,11,2022,pitcher,73.1,5.4,1.4727272727272729,11.290909090909093,1.5,0.18282548476454297,0.12188365650969528,0.06094182825484764,0.2962962962962963,6.188213484242365,1.2197287540247828,4.968484730217582,7.545757457490309,Reliever,TRUE,0.060941828254847646,0.2919254658385093,0.14634146341463414,0.3584905660377358,0.27741935483870966,0.8385093167701864,0.31943473032867353,0.7096774193548387,-0.1281430946054575,-1.3355790052621626,30
28,A Becerra-Lopez,Great Falls Voyagers,5.45,5,3,34,1,2,71,76,50,43,50,81,10.27,7,1.77,349,7,11,2022,pitcher,71,6.338028169014085,0.8873239436619719,9.633802816901408,1.62,0.23209169054441264,0.14326647564469913,0.08882521489971348,0.029411764705882353,6.188213484242365,1.2197287540247828,4.968484730217582,6.545949518949976,Reliever,TRUE,0.08882521489971347,0.6335403726708074,0.4065040650406504,0.41509433962264153,0.47096774193548385,0.8322981366459627,0.5181803847631365,0.7029702970297029,0.012780270477056384,-0.05406565854563253,40
29,G Gorrell,Boise Hawks,7.36,2,8,16,13,0,69.66666666666667,101,75,57,36,62,8.01,9,1.97,351,6,4,2022,pitcher,69.2,4.650717703349282,1.1626794258373203,13.047846889952153,1.7222222222222223,0.17663817663817663,0.10256410256410256,0.07407407407407407,0.8125,6.188213484242365,1.2197287540247828,4.968484730217582,6.590494299595572,Starter,TRUE,0.07407407407407407,0.3416149068322981,0.3902439024390244,0.2641509433962264,0.38064516129032255,0.8198757763975155,0.43286529005776897,0.6989966555183946,-0.04692693771881701,-0.5970244798411125,35
29,D Pena,Missoula PaddleHeads,5.17,6,4,19,11,0,69.66666666666667,71,46,40,35,83,10.72,4,1.52,319,6,9,2022,pitcher,69.2,4.521531100478469,0.5167464114832535,9.17224880382775,2.371428571428571,0.2601880877742947,0.109717868338558,0.15047021943573669,0.5789473684210527,6.188213484242365,1.2197287540247828,4.968484730217582,5.226857935959209,Starter,TRUE,0.15047021943573669,0.7267080745341615,0.8292682926829268,0.7421383647798742,0.7935483870967742,0.8198757763975155,0.7966184086102646,0.6989966555183946,0.20733527558376352,1.7151571780561077,55
31,P Portela,Ogden Raptors,6.25,5,4,14,13,0,67.66666666666667,91,54,47,27,51,6.78,10,1.74,309,4,3,2022,pitcher,67.2,3.591133004926108,1.3300492610837438,12.103448275862068,1.8888888888888888,0.1650485436893204,0.08737864077669903,0.07766990291262137,0.9285714285714286,6.188213484242365,1.2197287540247828,4.968484730217582,6.712327094749601,Starter,TRUE,0.07766990291262135,0.515527950310559,0.34959349593495936,0.4276729559748428,0.4129032258064516,0.8136645962732919,0.464564221120336,0.6928327645051194,-0.024551068643589722,-0.3935452707866341,35
32,J Wesselmann,Rocky Mountain Vibes,5.21,3,3,14,12,0,67.33333333333333,79,45,39,20,65,8.69,8,1.47,292,2,2,2022,pitcher,67.1,2.6732673267326734,1.0693069306930694,10.55940594059406,3.25,0.2226027397260274,0.0684931506849315,0.1541095890410959,0.8571428571428571,6.188213484242365,1.2197287540247828,4.968484730217582,5.562544136158175,Starter,TRUE,0.1541095890410959,0.7142857142857143,0.7398373983739838,0.7987421383647799,0.8258064516129032,0.8074534161490683,0.7692313330738695,0.6917808219178082,0.1862490728798686,1.5234057947366038,50
33,R Ottesen,Ogden Raptors,8.45,2,5,20,11,0,65,88,65,61,39,61,8.45,11,1.95,319,11,3,2022,pitcher,65,5.4,1.523076923076923,12.184615384615384,1.564102564102564,0.19122257053291536,0.12225705329153604,0.06896551724137931,0.55,6.188213484242365,1.2197287540247828,4.968484730217582,7.230023191756043,Starter,TRUE,0.06896551724137931,0.21739130434782608,0.2032520325203252,0.27672955974842767,0.3548387096774194,0.8012422360248447,0.3327365419743573,0.6842105263157895,-0.11444341864912394,-1.210998403788068,30
34,A Stout,Glacier Range Riders,5.2,2,5,17,16,0,64,71,41,37,26,58,8.16,8,1.52,288,2,3,2022,pitcher,64,3.65625,1.125,9.984375,2.230769230769231,0.2013888888888889,0.09027777777777778,0.11111111111111112,0.9411764705882353,6.188213484242365,1.2197287540247828,4.968484730217582,6.140359730217582,Starter,TRUE,0.1111111111111111,0.7204968944099379,0.5447154471544715,0.7421383647798742,0.6,0.7950310559006211,0.6394292078863599,0.6808510638297872,0.09493052451837272,0.6929832565044626,45
35,A Villa,Grand Junction Jackalopes,3.13,7,1,20,7,0,63.333333333333336,57,27,22,24,81,11.51,2,1.28,275,5,4,2022,pitcher,63.1,3.4105263157894736,0.28421052631578947,8.1,3.375,0.29454545454545455,0.08727272727272728,0.20727272727272728,0.35,6.188213484242365,1.2197287540247828,4.968484730217582,4.147432098638634,Reliever,TRUE,0.20727272727272728,0.9130434782608695,0.991869918699187,0.9433962264150944,0.9548387096774194,0.7888198757763976,0.9373348351622581,0.6785714285714285,0.2967629238601037,2.528384457751699,60
36,B Pooler,Great Falls Voyagers,6.43,3,4,13,13,0,63,80,54,45,23,52,7.43,13,1.63,299,NA,5,2022,pitcher,63,3.2857142857142856,1.8571428571428572,11.428571428571429,2.260869565217391,0.17391304347826086,0.07692307692307693,0.09698996655518394,1,6.188213484242365,1.2197287540247828,4.968484730217582,7.333564095296946,Starter,TRUE,0.09698996655518395,0.45962732919254656,0.17073170731707318,0.610062893081761,0.5290322580645161,0.782608695652174,0.42144082757461665,0.6774193548387096,-0.05321750390106614,-0.6542289364352035,35
