"player_name","team","season","gp","pa","ab","h","x2b","x3b","hr","bb","hbp","sf","k","x1b","avg","obp","slg","ops","iso","bb_rate","k_rate","hr_rate","xbh","xbh_rate","woba","lg_obp","lg_slg","ops_plus","name_key","iso_pct","hr_pct","bb_pct","k_pct","power_score","discipline_score","scout_score","power_grade","discipline_grade","scout_grade","alumni_name","organization","signed_by_mlb_org"
"G Howell","Glacier Range Riders",2023,94,455,371,111,26,2,17,65,14,5,77,66,0.299191374663073,0.417582417582418,0.517520215633423,0.935102633215841,0.21832884097035,0.142857142857143,0.169230769230769,0.0373626373626374,45,0.0989010989010989,0.407826373626374,0.415712620826764,0.519508091651979,100,"ghowell",0.706275033377837,0.668891855807744,0.773030707610147,0.563417890520694,0.6913217623498,0.678704939919893,0.686905874499332,61.479305740988,61.2370715879132,64.402084209845,NA,NA,0
"G Howell","Glacier Range Riders",2024,66,307,273,88,16,3,9,27,1,4,64,60,0.322344322344322,0.380327868852459,0.501831501831502,0.882159370683961,0.179487179487179,0.0879478827361563,0.208469055374593,0.0293159609120521,28,0.0912052117263844,0.382704918032787,0.424262617051871,0.536937901498929,83,"ghowell",0.540720961281709,0.532710280373832,0.295060080106809,0.339118825100133,0.537516688918558,0.314886515353805,0.459596128170895,52.2510013351135,39.1320219022511,49.7086205594572,NA,NA,0
"G Kueber","Rocky Mountain Vibes",2025,80,359,296,92,13,1,5,50,6,4,77,73,0.310810810810811,0.415730337078652,0.412162162162162,0.827892499240814,0.101351351351351,0.139275766016713,0.214484679665738,0.0139275766016713,19,0.052924791086351,0.371629213483146,0.430165036674817,0.545487286609522,72,"gkueber",0.246995994659546,0.27369826435247,0.748998664886515,0.300400534045394,0.257676902536716,0.547129506008011,0.358985313751669,35.4606141522029,53.2427499493003,43.2050659676149,NA,NA,0
"G Lora","Billings Mustangs",2024,42,176,142,43,12,0,3,23,8,1,27,28,0.302816901408451,0.425287356321839,0.450704225352113,0.875991581673952,0.147887323943662,0.130681818181818,0.153409090909091,0.0170454545454545,15,0.0852272727272727,0.39117816091954,0.424262617051871,0.536937901498929,84,"glora",0.419225634178905,0.339118825100134,0.68758344459279,0.667556742323097,0.387182910547397,0.678571428571429,0.489168891855808,43.2309746328438,61.2289596430744,51.6202250342514,NA,NA,0
"G Lora Gonzalez","Rocky Mountain Vibes",2025,82,376,325,107,15,0,16,36,8,7,58,76,0.329230769230769,0.401595744680851,0.523076923076923,0.924672667757774,0.193846153846154,0.0957446808510638,0.154255319148936,0.0425531914893617,31,0.0824468085106383,0.401023936170213,0.430165036674817,0.545487286609522,89,"ggonzalez",0.608811748998665,0.735647530040053,0.364485981308411,0.658210947930574,0.65954606141522,0.496662216288385,0.602536715620828,59.5727636849132,50.1764348002434,58.9484017821504,NA,NA,0
"G Lyttle","Great Falls Voyagers",2021,41,122,99,33,0,0,2,23,0,0,22,31,0.333333333333333,0.459016393442623,0.393939393939394,0.852955787382017,0.0606060606060606,0.188524590163934,0.180327868852459,0.0163934426229508,2,0.0163934426229508,0.390163934426229,0.386737115479336,0.403905188465603,116,"glyttle",0.148197596795728,0.319092122830441,0.949265687583445,0.4913217623498,0.216555407209613,0.743190921228304,0.400877837116155,32.9933244325768,65.1551409450416,45.9130284690982,NA,NA,0
"G Miller","Rocky Mountain Vibes",2024,18,71,65,23,4,0,3,3,2,0,16,16,0.353846153846154,0.4,0.553846153846154,0.953846153846154,0.2,0.0422535211267606,0.225352112676056,0.0422535211267606,7,0.0985915492957746,0.415842857142857,0.424262617051871,0.536937901498929,97,"gmiller",0.628838451268358,0.730307076101469,0.0600801068090788,0.237650200267023,0.669425901201602,0.139986648865154,0.484122162883845,60.1655540720961,28.5053741634557,51.2940008846025,NA,NA,0
"G Morgan","Idaho Falls Chukars",2024,30,140,126,44,9,1,2,12,2,0,19,32,0.349206349206349,0.414285714285714,0.484126984126984,0.898412698412698,0.134920634920635,0.0857142857142857,0.135714285714286,0.0142857142857143,12,0.0857142857142857,0.395692857142857,0.424262617051871,0.536937901498929,88,"gmorgan",0.372496662216288,0.281708945260347,0.272363150867824,0.759679572763685,0.336181575433912,0.491655540720961,0.390597463284379,40.1708945260347,49.8722368687893,45.2484977938876,NA,NA,0
"G Morgan","Idaho Falls Chukars",2025,50,222,179,55,9,2,4,38,3,2,39,40,0.307262569832402,0.432432432432432,0.446927374301676,0.879359806734108,0.139664804469274,0.171171171171171,0.175675675675676,0.018018018018018,15,0.0675675675675676,0.391806306306306,0.430165036674817,0.545487286609522,82,"gmorgan",0.395193591455274,0.359145527369826,0.913217623497997,0.514018691588785,0.380774365821095,0.733578104138852,0.50425567423231,42.8464619492657,64.5710809166498,52.5954453757942,NA,NA,0
"G Ostrander","Idaho Falls Chukars",2025,81,384,315,117,22,2,9,57,9,2,25,84,0.371428571428571,0.477806788511749,0.53968253968254,1.01748932819429,0.168253968253968,0.1484375,0.0651041666666667,0.0234375,33,0.0859375,0.445229765013055,0.430165036674817,0.545487286609522,110,"gostrander",0.504672897196262,0.432576769025367,0.809078771695594,0.965287049399199,0.475834445927904,0.879372496662216,0.617072763684913,48.5500667556742,73.4293246805922,59.8880222660927,NA,NA,0
"G Ostrander","Idaho Falls Chukars",2026,74,378,308,122,30,2,2,64,4,1,27,88,0.396103896103896,0.503978779840849,0.525974025974026,1.02995280581487,0.12987012987013,0.169312169312169,0.0714285714285714,0.00529100529100529,34,0.0899470899470899,0.452933687002653,0.450384809487762,0.58938642643552,101,"gostrander",0.359145527369826,0.169559412550067,0.909212283044059,0.96128170894526,0.283311081441923,0.932643524699599,0.510577436582109,36.9986648865153,76.6659906712634,53.0040885897062,NA,NA,0
"G Vasquez","Idaho Falls Chukars",2026,2,2,2,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,0,0.444,0.450384809487762,0.58938642643552,96,"gvasquez",0,0,0,1,0,0.45,0.1575,20,47.3413100790915,30.1809120036247,NA,NA,0
"G White","Boise Hawks",2021,62,127,118,32,0,0,0,9,0,0,33,32,0.271186440677966,0.322834645669291,0.271186440677966,0.594021086347257,0,0.0708661417322835,0.259842519685039,0,0,0,0.272645669291339,0.386737115479336,0.403905188465603,51,"gwhite",0,0,0.173564753004005,0.110814419225634,0,0.145327102803738,0.0508644859813084,20,28.8298519570067,23.2879165453035,NA,NA,0
"G Wurtz","Billings Mustangs",2022,91,394,355,108,24,4,20,33,2,4,103,60,0.304225352112676,0.362944162436548,0.563380281690141,0.926324444126689,0.259154929577465,0.083756345177665,0.261421319796954,0.0507614213197969,48,0.121827411167513,0.397162436548223,0.403219653620203,0.505468647871367,101,"gwurtz",0.834445927903872,0.842456608811749,0.252336448598131,0.104138851802403,0.837650200267023,0.185647530040053,0.609449265687584,70.2590120160214,31.2796592983168,59.3952339342158,NA,NA,0
"G Wurtz","Billings Mustangs",2023,90,402,355,122,22,3,19,35,9,3,71,78,0.343661971830986,0.412935323383085,0.583098591549296,0.99603391493238,0.23943661971831,0.0870646766169154,0.176616915422886,0.0472636815920398,44,0.109452736318408,0.429455223880597,0.415712620826764,0.519508091651979,112,"gwurtz",0.777036048064085,0.797062750333778,0.287049399198932,0.5086782376502,0.785046728971963,0.386782376502003,0.645654205607477,67.1028037383178,43.5003041979315,61.735546997206,NA,NA,0
"G Young","Colorado Springs Sky Sox",2022,34,11,10,3,1,0,0,1,0,0,4,2,0.3,0.363636363636364,0.4,0.763636363636364,0.1,0.0909090909090909,0.363636363636364,0,1,0.0909090909090909,0.339727272727273,0.403219653620203,0.505468647871367,69,"gyoung",0.242990654205607,0,0.317757009345794,0.0186915887850467,0.145794392523364,0.183177570093458,0.158878504672897,28.7476635514019,31.1295883187994,30.2700195259825,NA,NA,0
"H Brown","Idaho Falls Chukars",2021,24,90,80,21,0,0,2,10,0,0,20,19,0.2625,0.344444444444444,0.3375,0.681944444444444,0.075,0.111111111111111,0.222222222222222,0.0222222222222222,2,0.0222222222222222,0.310822222222222,0.386737115479336,0.403905188465603,73,"hbrown",0.177570093457944,0.417890520694259,0.51935914552737,0.253671562082777,0.27369826435247,0.399799732977303,0.317833778371162,36.4218958611482,44.291218819712,40.5450014563578,NA,NA,0
"H George","Colorado Springs Sky Sox",2023,88,410,348,123,23,8,16,53,6,2,36,76,0.353448275862069,0.444987775061125,0.603448275862069,1.04843605092319,0.25,0.129268292682927,0.0878048780487805,0.0390243902439024,47,0.114634146341463,0.450286063569682,0.415712620826764,0.519508091651979,123,"hgeorge",0.81041388518024,0.686248331108144,0.671562082777036,0.937249666221629,0.760747663551402,0.791121495327103,0.771378504672897,65.6448598130841,68.0673291421618,69.8624550956342,NA,NA,0
"H George","Colorado Springs Sky Sox",2024,89,410,333,106,34,4,12,69,3,5,57,56,0.318318318318318,0.434146341463415,0.552552552552553,0.986698894015967,0.234234234234234,0.168292682926829,0.139024390243902,0.0292682926829268,50,0.121951219512195,0.425351219512195,0.424262617051871,0.536937901498929,105,"hgeorge",0.76502002670227,0.528704939919893,0.90520694259012,0.739652870493992,0.670493991989319,0.830707610146862,0.726568758344459,60.2296395193591,70.4725207868586,66.9659212272242,NA,NA,0
"H Hall","Boise Hawks",2025,15,10,10,3,0,0,0,0,0,0,1,3,0.3,0.3,0.3,0.6,0,0,0.1,0,0,0,0.2664,0.430165036674817,0.545487286609522,25,"hhall",0,0,0,0.907877169559413,0,0.408544726301736,0.142990654205607,20,44.8225512066518,29.2430175733843,NA,NA,0
"H Hall","Great Falls Voyagers",2024,73,271,243,78,16,2,8,19,8,1,58,52,0.320987654320988,0.387453874538745,0.502057613168724,0.88951148770747,0.181069958847737,0.0701107011070111,0.214022140221402,0.029520295202952,26,0.0959409594095941,0.389070110701107,0.424262617051871,0.536937901498929,85,"hhall",0.546061415220294,0.538050734312417,0.170894526034713,0.305740987983979,0.542857142857143,0.231575433911883,0.433908544726302,52.5714285714286,34.0701683228554,48.0481568982815,NA,NA,0
"H Himrich","Rocky Mountain Vibes",2025,30,119,104,33,7,1,1,7,5,2,35,24,0.317307692307692,0.38135593220339,0.432692307692308,0.814048239895698,0.115384615384615,0.0588235294117647,0.294117647058824,0.00840336134453781,9,0.0756302521008403,0.359033898305085,0.430165036674817,0.545487286609522,68,"hhimrich",0.296395193591455,0.196261682242991,0.105473965287049,0.054739652870494,0.256341789052069,0.0826435246995995,0.195547396528705,35.3805073431242,25.0212938552018,32.6403227720422,NA,NA,0
"H Hisky","Idaho Falls Chukars",2021,52,226,195,67,0,0,4,31,0,0,35,63,0.343589743589744,0.433628318584071,0.405128205128205,0.838756523712276,0.0615384615384615,0.13716814159292,0.154867256637168,0.0176991150442478,4,0.0176991150442478,0.379371681415929,0.386737115479336,0.403905188465603,112,"hhisky",0.149532710280374,0.347129506008011,0.731642189586115,0.651535380507343,0.228571428571429,0.695594125500668,0.392029372496662,33.7142857142857,62.2632326100183,45.3410574236491,NA,NA,0
"H Hisky","Idaho Falls Chukars",2022,93,450,388,124,32,4,7,50,4,8,41,81,0.319587628865979,0.395555555555555,0.47680412371134,0.872359679266896,0.157216494845361,0.111111111111111,0.0911111111111111,0.0155555555555555,43,0.0955555555555556,0.380353333333333,0.403219653620203,0.505468647871367,92,"hhisky",0.45260347129506,0.303070761014686,0.51935914552737,0.930574098798398,0.392790387182911,0.704405874499332,0.501855807743658,43.5674232309746,62.7986209693774,52.4403162993409,NA,NA,0
"H Hudson","Idaho Falls Chukars",2022,10,30,27,11,4,0,2,3,0,0,8,5,0.407407407407407,0.466666666666667,0.777777777777778,1.24444444444444,0.37037037037037,0.1,0.266666666666667,0.0666666666666667,6,0.2,0.526533333333333,0.403219653620203,0.505468647871367,170,"hhudson",0.974632843791722,0.937249666221629,0.412550066755674,0.0934579439252337,0.959679572763685,0.268958611481976,0.717927236315087,77.5807743658211,36.3415128777124,66.4073270979643,NA,NA,0
"H Yanez","Great Falls Voyagers",2024,38,170,147,48,12,0,3,17,2,2,31,33,0.326530612244898,0.398809523809524,0.469387755102041,0.868197278911565,0.142857142857143,0.1,0.182352941176471,0.0176470588235294,15,0.0882352941176471,0.38114880952381,0.424262617051871,0.536937901498929,81,"hyanez",0.404539385847797,0.345794392523364,0.412550066755674,0.48064085447263,0.381041388518024,0.443190921228304,0.402793724966622,42.8624833110814,46.9276008923139,46.0368728222057,NA,NA,0
"I Nunez","Grand Junction Jackalopes",2025,90,415,326,112,14,0,17,63,13,4,69,81,0.343558282208589,0.463054187192118,0.542944785276074,1.00599897246819,0.199386503067485,0.151807228915663,0.166265060240964,0.0409638554216867,31,0.0746987951807229,0.439150246305419,0.430165036674817,0.545487286609522,107,"inunez",0.620827770360481,0.711615487316422,0.823765020026702,0.586114819759679,0.657142857142857,0.716822429906542,0.678030707610147,59.4285714285714,63.5530318393835,63.828387110694,NA,NA,0
"J Agnew","Grand Junction Jackalopes",2021,18,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0.888,0.386737115479336,0.403905188465603,406,"jagnew",0,0,0,1,0,0.45,0.1575,20,47.3413100790915,30.1809120036247,NA,NA,0
"J Agnew","Grand Junction Jackalopes",2022,25,5,5,2,0,0,1,0,0,0,1,1,0.4,0.4,1,1.4,0.6,0,0.2,0.2,1,0.2,0.5978,0.403219653620203,0.505468647871367,197,"jagnew",0.995994659546061,0.997329773030708,0,0.381842456608812,0.99652870493992,0.171829105473965,0.707883845126836,79.7917222963952,30.4400730075035,65.7581151493576,NA,NA,0
"J Ajamian","Boise Hawks",2022,7,28,23,7,1,0,1,3,1,1,4,5,0.304347826086957,0.392857142857143,0.478260869565217,0.87111801242236,0.173913043478261,0.107142857142857,0.142857142857143,0.0357142857142857,2,0.0714285714285714,0.378714285714286,0.403219653620203,0.505468647871367,92,"jajamian",0.518024032042724,0.635514018691589,0.485981308411215,0.727636849132176,0.56502002670227,0.594726301735648,0.575417222963952,53.9012016021362,56.1346582843237,57.1953784912133,NA,NA,0
"J Akins","Missoula PaddleHeads",2021,80,291,253,78,0,0,13,38,0,0,62,65,0.308300395256917,0.398625429553265,0.462450592885375,0.86107602243864,0.154150197628458,0.130584192439863,0.213058419243986,0.0446735395189003,13,0.0446735395189003,0.382312714776632,0.386737115479336,0.403905188465603,118,"jakins",0.441922563417891,0.762349799732977,0.683578104138852,0.313751668891856,0.570093457943925,0.517156208277704,0.551565420560748,54.2056074766355,51.4216183329953,55.6535810220395,NA,NA,0
"J Akins","Missoula PaddleHeads",2022,68,226,197,61,12,2,7,25,3,1,53,40,0.309644670050761,0.393805309734513,0.49746192893401,0.891267238668523,0.187817258883249,0.110619469026549,0.234513274336283,0.0309734513274336,21,0.0929203539823009,0.389942477876106,0.403219653620203,0.505468647871367,96,"jakins",0.574098798397864,0.552736982643525,0.516688918558077,0.185580774365821,0.565554072096128,0.367690253671562,0.49630173564753,53.9332443257677,42.3402960859866,52.0812971293569,NA,NA,0
"J Allgeyer","Oakland Ballers",2025,40,169,146,47,11,1,2,19,3,1,23,33,0.321917808219178,0.408284023668639,0.452054794520548,0.860338818189187,0.13013698630137,0.112426035502959,0.136094674556213,0.0118343195266272,14,0.0828402366863905,0.380940828402367,0.430165036674817,0.545487286609522,78,"jallgeyer",0.364485981308411,0.237650200267023,0.532710280373832,0.757009345794392,0.313751668891856,0.633644859813084,0.425714285714286,38.8251001335113,58.4992902048266,47.5184741685276,NA,NA,0
"J Allgeyer","Oakland Ballers",2026,75,346,288,96,21,0,15,47,8,3,54,60,0.333333333333333,0.436416184971098,0.5625,0.998916184971098,0.229166666666667,0.135838150289017,0.15606936416185,0.0433526011560694,36,0.104046242774566,0.432635838150289,0.450384809487762,0.58938642643552,92,"jallgeyer",0.748998664886515,0.747663551401869,0.719626168224299,0.644859813084112,0.748464619492657,0.685981308411215,0.726595460614152,64.9078771695594,61.6791725816264,66.967647280926,NA,NA,0
"J Anderson","Grand Junction Jackalopes",2021,47,188,166,49,0,0,2,22,0,0,36,47,0.295180722891566,0.377659574468085,0.331325301204819,0.708984875672904,0.036144578313253,0.117021276595745,0.191489361702128,0.0106382978723404,2,0.0106382978723404,0.325095744680851,0.386737115479336,0.403905188465603,80,"janderson",0.0947930574098798,0.225634178905207,0.576769025367156,0.42456608811749,0.147129506008011,0.508277703604806,0.273531375166889,28.8277703604806,50.8821740012168,37.6812626082829,NA,NA,0
"J Azuaje","Billings Mustangs",2021,71,264,228,65,0,0,2,36,0,0,25,63,0.285087719298246,0.382575757575758,0.31140350877193,0.693979266347687,0.0263157894736842,0.136363636363636,0.0946969696969697,0.00757575757575757,2,0.00757575757575757,0.321916666666667,0.386737115479336,0.403905188465603,76,"jazuaje",0.0827770360480641,0.188251001335113,0.724966622162884,0.923898531375167,0.124966622162884,0.814485981308411,0.366298397863818,27.497997329773,69.4869194889475,43.6777889252079,NA,NA,0
"J Barfield","Rocky Mountain Vibes",2021,74,291,260,88,0,0,18,31,0,0,64,70,0.338461538461538,0.40893470790378,0.546153846153846,0.955088554057626,0.207692307692308,0.106529209621993,0.219931271477663,0.0618556701030928,18,0.0618556701030928,0.417072164948454,0.386737115479336,0.403905188465603,141,"jbarfield",0.658210947930574,0.917222963951936,0.481975967957276,0.269692923898531,0.761815754339119,0.386448598130841,0.630437249666222,65.7089452603471,43.4800243358345,60.7519121438666,NA,NA,0
"J Barfield","Rocky Mountain Vibes",2023,77,349,286,102,27,0,22,44,9,6,67,53,0.356643356643357,0.449275362318841,0.681818181818182,1.13109354413702,0.325174825174825,0.126074498567335,0.191977077363897,0.0630372492836676,49,0.140401146131805,0.476698550724638,0.415712620826764,0.519508091651979,139,"jbarfield",0.939919893190921,0.922563417890521,0.643524699599466,0.421895861148198,0.932977303070761,0.543791722296395,0.796762349799733,75.9786381842457,53.039951328331,71.5032848959513,NA,NA,0
"J Barth","Billings Mustangs",2022,77,274,250,72,11,1,5,10,12,1,23,55,0.288,0.344322344322344,0.4,0.744322344322344,0.112,0.0364963503649635,0.0839416058394161,0.0182481751824818,17,0.062043795620438,0.331523809523809,0.403219653620203,0.505468647871367,65,"jbarth",0.281708945260347,0.367156208277704,0.0534045393858478,0.94392523364486,0.31588785046729,0.454138851802403,0.364275700934579,38.9532710280374,47.5927803690935,43.5470403572931,NA,NA,0
"J Begora","Boise Hawks",2025,78,349,305,96,14,1,14,24,18,2,92,67,0.314754098360656,0.39541547277937,0.504918032786885,0.900333505566255,0.19016393442623,0.0687679083094556,0.263610315186246,0.0401146131805158,29,0.0830945558739255,0.395060171919771,0.430165036674817,0.545487286609522,84,"jbegora",0.588785046728972,0.703604806408545,0.160213618157543,0.0987983978638184,0.634712950600801,0.132576769025367,0.458965287049399,58.0827770360481,28.0551612249037,49.667842540751,NA,NA,0
"J Begora","Boise Hawks",2026,61,290,238,76,19,1,6,31,16,2,67,50,0.319327731092437,0.428571428571429,0.483193277310924,0.911764705882353,0.163865546218487,0.106896551724138,0.231034482758621,0.0206896551724138,26,0.0896551724137931,0.40318118466899,0.450384809487762,0.58938642643552,77,"jbegora",0.488651535380507,0.403204272363151,0.484646194926569,0.205607476635514,0.454472630173565,0.359078771695594,0.421084779706275,47.2683578104139,41.8170756438856,47.21921960797,NA,NA,0
"J Bermudez","Idaho Falls Chukars",2022,17,60,55,16,3,0,0,4,0,1,14,13,0.290909090909091,0.333333333333333,0.345454545454545,0.678787878787879,0.0545454545454546,0.0666666666666667,0.233333333333333,0,3,0.05,0.30195,0.403219653620203,0.505468647871367,51,"jbermudez",0.132176234979973,0,0.138851802403204,0.193591455273698,0.079305740987984,0.163484646194927,0.108768357810414,24.758344459279,29.9330764550801,27.0308639977561,NA,NA,0
"J Broughton","Ogden Raptors",2021,75,319,297,118,0,0,8,22,0,0,49,110,0.397306397306397,0.438871473354232,0.478114478114478,0.91698595146871,0.0808080808080808,0.0689655172413793,0.153605015673981,0.0250783699059561,8,0.0250783699059561,0.40648275862069,0.386737115479336,0.403905188465603,132,"jbroughton",0.192256341789052,0.467289719626168,0.16154873164219,0.666221628838451,0.302269692923899,0.388651535380507,0.332503337783712,38.1361815754339,43.6138714256743,41.4932522088094,NA,NA,0
"J Broughton","Ogden Raptors",2022,88,412,365,139,25,8,14,39,2,6,56,92,0.380821917808219,0.436893203883495,0.608219178082192,1.04511238196569,0.227397260273973,0.0946601941747573,0.135922330097087,0.0339805825242718,47,0.114077669902913,0.447007281553398,0.403219653620203,0.505468647871367,129,"jbroughton",0.740987983978638,0.606141522029373,0.355140186915888,0.758344459279039,0.687049399198932,0.536582109479306,0.634385847797063,61.2229639519359,52.6019063070371,61.007152335027,NA,NA,0
"J Broughton","Ogden Raptors",2023,21,103,93,35,6,1,0,7,1,2,9,28,0.376344086021505,0.41747572815534,0.462365591397849,0.879841319553189,0.0860215053763441,0.0679611650485437,0.087378640776699,0,7,0.0679611650485437,0.385029126213592,0.415712620826764,0.519508091651979,89,"jbroughton",0.200267022696929,0,0.153538050734312,0.938584779706275,0.120160213618158,0.506809078771696,0.255487316421896,27.2096128170895,50.7929426079903,36.5148818192606,NA,NA,0
"J Cone","Ogden Raptors",2024,92,422,352,121,26,2,12,42,15,8,54,81,0.34375,0.426858513189449,0.53125,0.958108513189448,0.1875,0.0995260663507109,0.127962085308057,0.028436018957346,40,0.0947867298578199,0.415414868105516,0.424262617051871,0.536937901498929,100,"jcone",0.571428571428571,0.514018691588785,0.407209612817089,0.802403204272363,0.548464619492657,0.585046728971963,0.561268357810414,52.9078771695594,55.5465422835125,56.2807857859478,NA,NA,0
"J Coutts","Colorado Springs Sky Sox",2023,85,384,331,126,25,4,18,40,8,5,52,79,0.380664652567976,0.453125,0.643504531722054,1.09662953172205,0.262839879154079,0.104166666666667,0.135416666666667,0.046875,47,0.122395833333333,0.467669270833333,0.415712620826764,0.519508091651979,133,"jcoutts",0.846461949265688,0.794392523364486,0.457943925233645,0.762349799732977,0.825634178905207,0.594926568758344,0.744886515353805,69.5380507343124,56.1468262015818,68.1499940666904,NA,NA,0
"J Coutts","Colorado Springs Sky Sox",2024,90,412,356,130,25,2,20,40,10,6,68,83,0.365168539325843,0.436893203883495,0.615168539325843,1.05206174320934,0.25,0.0970873786407767,0.16504854368932,0.0485436893203883,47,0.114077669902913,0.450366504854369,0.424262617051871,0.536937901498929,118,"jcoutts",0.81041388518024,0.813084112149533,0.373831775700935,0.590120160213618,0.811481975967957,0.471161548731642,0.692369826435247,68.6889185580774,48.6270533360373,64.7552779485852,NA,NA,0
"J Cruce","Grand Junction Jackalopes",2022,92,412,366,117,23,0,19,38,5,3,86,75,0.319672131147541,0.388349514563107,0.538251366120219,0.926600880683326,0.218579234972678,0.0922330097087379,0.20873786407767,0.0461165048543689,42,0.101941747572816,0.401898058252427,0.403219653620203,0.505468647871367,103,"jcruce",0.707610146862483,0.785046728971963,0.332443257676903,0.336448598130841,0.738584779706275,0.334245660881175,0.59706608811749,64.3150867823765,40.3082539038734,58.5947765299848,NA,NA,0
"J Cruce","Grand Junction Jackalopes",2023,90,437,387,146,25,0,23,41,7,2,75,98,0.377260981912145,0.443935926773455,0.62015503875969,1.06409096553315,0.242894056847545,0.0938215102974828,0.17162471395881,0.0526315789473684,48,0.109839816933638,0.458732265446224,0.415712620826764,0.519508091651979,126,"jcruce",0.786381842456609,0.853137516688919,0.348464619492657,0.54739652870494,0.813084112149533,0.437983978638184,0.681799065420561,68.785046728972,46.6112350436017,64.071976439367,NA,NA,0
"J Cunningham","Ogden Raptors",2021,22,4,3,1,0,0,1,1,0,0,2,0,0.333333333333333,0.5,1.33333333333333,1.83333333333333,1,0.25,0.5,0.25,1,0.25,0.69775,0.386737115479336,0.403905188465603,359,"jcunningham",0.997329773030708,0.998664886515354,0.98931909212283,0.00801068090787715,0.997863818424566,0.547730307076102,0.840317089452604,79.871829105474,53.2792537010748,74.3186942403746,NA,NA,0
"J Daly","Glacier Range Riders",2024,22,85,71,23,5,2,2,12,1,1,22,14,0.323943661971831,0.423529411764706,0.535211267605634,0.95874067937034,0.211267605633803,0.141176470588235,0.258823529411765,0.0235294117647059,9,0.105882352941176,0.414388235294118,0.424262617051871,0.536937901498929,100,"jdaly",0.67022696929239,0.433911882510013,0.761014686248331,0.114819759679573,0.575700934579439,0.47022696929239,0.538785046728972,54.5420560747664,48.5702697221659,54.8274485689936,NA,NA,0
"J Day","Rocky Mountain Vibes",2024,90,425,363,127,22,5,18,49,9,3,71,82,0.349862258953168,0.436320754716981,0.586776859504132,1.02309761422111,0.236914600550964,0.115294117647059,0.167058823529412,0.0423529411764706,45,0.105882352941176,0.441,0.424262617051871,0.536937901498929,112,"jday",0.769025367156208,0.732977303070761,0.560747663551402,0.572763684913218,0.754606141522029,0.566154873164219,0.688648197596796,65.2763684913218,54.3987020888258,64.5147092138904,NA,NA,0
"J Duarte","Yuba-Sutter Freebirds",2025,49,171,145,46,3,0,2,17,5,2,9,41,0.317241379310345,0.402366863905325,0.379310344827586,0.781677208732912,0.0620689655172413,0.0994152046783626,0.0526315789473684,0.0116959064327485,5,0.0292397660818713,0.353627218934911,0.430165036674817,0.545487286609522,63,"jduarte",0.152202937249666,0.236315086782377,0.405874499332443,0.97196261682243,0.18584779706275,0.660614152202937,0.352016021361816,31.150867823765,60.1379030622592,42.7545659514332,NA,NA,0
"J Duarte","Yuba-Sutter Freebirds",2026,67,311,258,87,18,1,3,43,6,1,31,65,0.337209302325581,0.441558441558442,0.449612403100775,0.891170844659217,0.112403100775194,0.138263665594855,0.0996784565916399,0.00964630225080386,22,0.0707395498392283,0.397788961038961,0.450384809487762,0.58938642643552,74,"jduarte",0.28437917222964,0.214953271028037,0.740987983978638,0.909212283044059,0.256608811748999,0.816688918558077,0.452636849132176,35.3965287049399,69.6207665787873,49.2587678134136,NA,NA,0
"J Elvir","Grand Junction Jackalopes",2021,47,203,164,59,0,0,10,39,0,0,56,49,0.359756097560976,0.482758620689655,0.542682926829268,1.02544154751892,0.182926829268293,0.192118226600985,0.275862068965517,0.0492610837438424,10,0.0492610837438424,0.450403940886699,0.386737115479336,0.403905188465603,159,"jelvir",0.555407209612817,0.830440587449933,0.957276368491322,0.0720961281708945,0.665420560747664,0.55894526034713,0.628154205607477,59.9252336448598,53.9606570675319,60.6043345523588,NA,NA,0
"J Elvir","Grand Junction Jackalopes",2022,84,354,308,96,17,1,19,34,8,4,89,59,0.311688311688312,0.389830508474576,0.558441558441558,0.948272066916135,0.246753246753247,0.096045197740113,0.251412429378531,0.0536723163841808,37,0.104519774011299,0.408954802259887,0.403219653620203,0.505468647871367,107,"jelvir",0.801068090787717,0.85981308411215,0.367156208277704,0.124165554072096,0.82456608811749,0.25781041388518,0.626201602136182,69.4739652870494,35.6641654836747,60.4781168754113,NA,NA,0
"J Elvir","Missoula PaddleHeads",2023,27,119,104,32,8,0,6,14,1,0,28,18,0.307692307692308,0.394957983193277,0.557692307692308,0.952650290885585,0.25,0.117647058823529,0.235294117647059,0.0504201680672269,14,0.117647058823529,0.412941176470588,0.415712620826764,0.519508091651979,102,"jelvir",0.81041388518024,0.841121495327103,0.578104138851802,0.184245660881175,0.822696929238985,0.40086782376502,0.675056742323097,69.3618157543391,44.3561143784222,63.6361478796509,NA,NA,0
"J Esparza","Rocky Mountain Vibes",2021,73,259,253,65,0,0,5,6,0,0,70,60,0.256916996047431,0.274131274131274,0.316205533596838,0.590336807728112,0.0592885375494071,0.0231660231660232,0.27027027027027,0.0193050193050193,5,0.0193050193050193,0.262258687258687,0.386737115479336,0.403905188465603,49,"jesparza",0.145527369826435,0.384512683578104,0.0453938584779706,0.0841121495327103,0.241121495327103,0.0628170894526035,0.178714953271028,34.4672897196262,23.8166700466437,31.5522616697412,NA,NA,0
